"month","count","level_2","mean","median","p25","p75","p9","p91","stdDev","model","region","wateryear","source","cropname","include","num_days","crop_acft"
"APR",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson",NA,"no",30,NA
"APR",79164,1,41.8224824415138,42,42,43,41,43,2.53433385416446,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Alfalfa","yes",30,7247.16060993571
"APR",207435,23,23.5757996480825,24,23,24,23,24,0.4942210167026,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Corn","yes",30,10704.8063754967
"APR",7343,24,23.9211493939807,24,24,24,24,24,0.269505450686543,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Rice","yes",30,384.490771245634
"APR",4883,108,25,25,25,25,25,25,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Bush Berries","yes",30,267.212691498641
"APR",27835,109,33.897395365547,34,34,34,34,34,0.738068037772659,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Vineyards","yes",30,2065.32262674977
"APR",8881,246,40,40,40,40,40,40,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Potatoes","yes",30,777.592762875094
"APR",5495,277,23.4178343949045,23,23,24,23,24,0.493202608812314,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cucurbit","yes",30,281.672712305849
"APR",47003,278,23.4144416313852,23,23,24,23,24,0.49262538054794,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Tomatoes","yes",30,2409.01626390446
"APR",11206,279,28.2043548099233,28,28,29,28,29,0.755846241924234,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Truck Crops","yes",30,691.82640876246
"APR",40,403,28,28,28,28,28,28,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cherries","yes",30,2.4515929918368
"APR",301,409,34.6710963455149,35,34,35,34,35,0.469814900308029,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Olives","yes",30,22.843593270365
"APR",0,412,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pears","yes",30,NA
"APR",7,425,34,34,34,34,34,34,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Citrus","yes",30,0.52096351076532
"APR",0,500,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Almonds","yes",30,NA
"APR",0,502,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pistachios","yes",30,NA
"APR",4368,503,28,28,28,28,28,28,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Walnuts","yes",30,267.713954708579
"APR",13972,800,43.8664471800744,44,44,44,43,45,0.556613829248933,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pasture","yes",30,1341.59486418103
"APR",7145,908,40.1872638208537,40,40,40,40,41,0.390123162928117,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Turf","yes",30,628.522775437531
"APR",46187,913,27.992660272371,28,28,28,28,28,0.150813631305304,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Semi-agricultural/ROW","yes",30,2830.05109318466
"APR",4779,914,28.0284578363674,28,28,28,28,28,0.166276841191773,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Other Deciduous","yes",30,293.201766134425
"APR",43742,916,23.5562845777514,24,23,24,23,24,0.496821946281911,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Fallow","yes",30,2255.46336356754
"APR",5263,2002,40.1103933117994,40,40,40,40,41,0.39828186145453,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Floating Vegetation","no",30,462.083689437268
"APR",1940,2003,44.1092783505155,44,44,45,43,45,0.624595947616358,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Forage Grass","yes",30,187.310460265588
"APR",24857,2004,40.1008569014764,40,40,40,40,41,0.326767246533602,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Riparian","no",30,2181.88930674467
"APR",36483,2005,23.5697174026259,24,23,24,23,24,0.495115626668238,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Upland Herbaceous","no",30,1882.2411643951
"APR",77802,2006,38.8988972005861,39,39,39,39,39,0.403971272653068,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Urban","no",30,6624.58075858107
"APR",96284,2007,50.2764841510531,50,50,51,49,51,0.704242084113598,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Water","no",30,10596.1811056575
"APR",23199,2008,44.4470882365619,44,44,45,44,45,0.53583193156967,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",30,2257.05908793455
"AUG",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson",NA,"no",31,NA
"AUG",79164,1,54.6670961548178,56,54,57,53,57,6.25003527054275,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Alfalfa","yes",31,9788.6888313965
"AUG",207435,23,26.7567093306337,18,17,18,17,63,18.2073133401963,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Corn","yes",31,12554.0982760097
"AUG",7343,24,61.5053792727768,62,61,62,61,62,0.499971062586949,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Rice","yes",31,1021.54479843845
"AUG",4883,108,42.3602293671923,42,42,43,42,43,0.567275473515745,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Bush Berries","yes",31,467.859890603898
"AUG",27835,109,46.9148913238728,47,47,47,47,47,0.352841504903374,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Vineyards","yes",31,2953.74315309655
"AUG",8881,246,6,6,6,6,6,6,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Potatoes","yes",31,120.52687824564
"AUG",5495,277,8.63621474067334,8,7,8,7,8,6.30062453779475,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cucurbit","yes",31,107.340080584489
"AUG",47003,278,11.9843201497777,7,7,7,7,47,13.26886714163,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Tomatoes","yes",31,1274.11834232051
"AUG",11206,279,54.4231661609852,54,54,55,54,55,0.662025867744982,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Truck Crops","yes",31,1379.44760590315
"AUG",40,403,65.625,66,65,66,65,66,0.484122918275927,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cherries","yes",31,5.93745177710475
"AUG",301,409,43.687707641196,44,43,44,43,44,0.49798437003441,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Olives","yes",31,29.7438060453057
"AUG",0,412,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pears","yes",31,NA
"AUG",7,425,44,44,44,44,44,44,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Citrus","yes",31,0.696661008513624
"AUG",0,500,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Almonds","yes",31,NA
"AUG",0,502,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pistachios","yes",31,NA
"AUG",4368,503,67.3864468864469,67,67,68,67,68,0.486934996074967,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Walnuts","yes",31,665.772687954332
"AUG",13972,800,57.2703979387346,57,57,59,55,60,1.5313415402614,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pasture","yes",31,1809.92077634561
"AUG",7145,908,52.9930020993702,53,53,53,52,54,0.606894157609217,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Turf","yes",31,856.429353761546
"AUG",46187,913,66.1347348821097,66,65,67,64,68,1.43967806629197,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Semi-agricultural/ROW","yes",31,6909.07900477408
"AUG",4779,914,67.3096882192927,67,67,68,67,68,0.518674376159593,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Other Deciduous","yes",31,727.587781141568
"AUG",43742,916,6,6,6,6,6,6,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Fallow","yes",31,593.636607163694
"AUG",5263,2002,67.9439483184496,68,67,69,67,70,1.1408888429948,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Floating Vegetation","no",31,808.825692770709
"AUG",1940,2003,58.3463917525773,58,57,60,56,61,1.60880706625341,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Forage Grass","yes",31,256.027444401539
"AUG",24857,2004,68.1488112000644,68,67,69,67,69,0.943863186786163,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Riparian","no",31,3831.57899966515
"AUG",36483,2005,6,6,6,6,6,6,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Upland Herbaceous","no",31,495.122407277972
"AUG",77802,2006,50.7611629521092,51,51,51,51,51,0.867318841549599,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Urban","no",31,8932.91316280203
"AUG",96284,2007,67.1982987827677,67,66,68,65,69,1.55697495421923,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Water","no",31,14634.678639822
"AUG",23199,2008,58.8452088452088,59,58,60,57,60,0.988732263772104,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,3087.81420705316
"DEC",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson",NA,"no",31,NA
"DEC",79164,1,10.3530771562832,10,10,11,10,11,0.477926435755707,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Alfalfa","yes",31,1853.82172931393
"DEC",207435,23,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Corn","yes",31,4691.94403574752
"DEC",7343,24,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Rice","yes",31,166.090317711544
"DEC",4883,108,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Bush Berries","yes",31,110.447912486105
"DEC",27835,109,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Vineyards","yes",31,629.596077012231
"DEC",8881,246,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Potatoes","yes",31,200.878130409399
"DEC",5495,277,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cucurbit","yes",31,124.290657200726
"DEC",47003,278,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Tomatoes","yes",31,1063.1544604924
"DEC",11206,279,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Truck Crops","yes",31,253.466989006613
"DEC",40,403,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cherries","yes",31,0.9047545565112
"DEC",301,409,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Olives","yes",31,6.80827803774678
"DEC",0,412,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pears","yes",31,NA
"DEC",7,425,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Citrus","yes",31,0.15833204738946
"DEC",0,500,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Almonds","yes",31,NA
"DEC",0,502,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pistachios","yes",31,NA
"DEC",4368,503,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Walnuts","yes",31,98.7991975710231
"DEC",13972,800,10.1158746063556,10,10,10,10,11,0.320074494387662,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pasture","yes",31,319.692760656841
"DEC",7145,908,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Turf","yes",31,161.611782656813
"DEC",46187,913,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Semi-agricultural/ROW","yes",31,1044.69746753957
"DEC",4779,914,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Other Deciduous","yes",31,108.095550639176
"DEC",43742,916,10,10,10,10,10,10,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Fallow","yes",31,989.394345272823
"DEC",5263,2002,10.0068402052062,10,10,10,10,10,0.082422186326879,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Floating Vegetation","no",31,119.124508683047
"DEC",1940,2003,10.4907216494845,10,10,11,10,11,0.499913904799322,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Forage Grass","yes",31,46.0339118352899
"DEC",24857,2004,10.0042643923241,10,10,10,10,10,0.0651629287417567,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Riparian","no",31,562.476860237448
"DEC",36483,2005,10.0000548200532,10,10,10,10,10,0.0074038535872547,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Upland Herbaceous","no",31,825.208535902735
"DEC",77802,2006,10.3984730469654,10,10,11,10,11,0.489583780171989,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Urban","no",31,1829.91585204451
"DEC",96284,2007,10.9760084749283,11,11,11,11,11,0.153022651252684,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Water","no",31,2390.39320471207
"DEC",23199,2008,10.5137721453511,11,10,11,10,11,0.499810292023314,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,551.694447810226
"FEB",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson",NA,"no",28,NA
"FEB",79164,1,17.901596685362,18,18,18,18,18,0.757905451407261,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Alfalfa","yes",28,2895.25368958119
"FEB",207435,23,12.1995854122978,12,12,12,12,13,0.399688723253159,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Corn","yes",28,5170.0439238292
"FEB",7343,24,12,12,12,12,12,12,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Rice","yes",28,180.020473390576
"FEB",4883,108,12,12,12,12,12,12,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Bush Berries","yes",28,119.711285791391
"FEB",27835,109,12.0256511586133,12,12,12,12,12,0.158092304287909,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Vineyards","yes",28,683.859607107916
"FEB",8881,246,12,12,12,12,12,12,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Potatoes","yes",28,217.725973605026
"FEB",5495,277,12.0236578707916,12,12,12,12,12,0.151980840704476,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cucurbit","yes",28,134.980624142214
"FEB",47003,278,12.1236729570453,12,12,12,12,13,0.329208075145457,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Tomatoes","yes",28,1164.19817900434
"FEB",11206,279,12.0204354809923,12,12,12,12,12,0.141484529574548,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Truck Crops","yes",28,275.193356327841
"FEB",40,403,12,12,12,12,12,12,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cherries","yes",28,0.98063719673472
"FEB",301,409,15,15,15,15,15,15,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Olives","yes",28,9.22411863178596
"FEB",0,412,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pears","yes",28,NA
"FEB",7,425,15,15,15,15,15,15,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Citrus","yes",28,0.21451438678572
"FEB",0,500,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Almonds","yes",28,NA
"FEB",0,502,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pistachios","yes",28,NA
"FEB",4368,503,12,12,12,12,12,12,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Walnuts","yes",28,107.085581883431
"FEB",13972,800,19,19,19,19,19,19,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pasture","yes",28,542.349573630776
"FEB",7145,908,17,17,17,17,17,17,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Turf","yes",28,248.152285627881
"FEB",46187,913,12.1516227509905,12,12,12,12,13,0.358654837375155,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Semi-agricultural/ROW","yes",28,1146.62434324119
"FEB",4779,914,12,12,12,12,12,12,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Other Deciduous","yes",28,117.161629079881
"FEB",43742,916,12.0878332037858,12,12,12,12,12,0.28305217204353,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Fallow","yes",28,1080.22499005145
"FEB",5263,2002,16.9182975489265,17,17,17,17,17,0.273910862439097,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Floating Vegetation","no",28,181.91024298845
"FEB",1940,2003,19,19,19,19,19,19,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Forage Grass","yes",28,75.304764732587
"FEB",24857,2004,16.9613388582693,17,17,17,17,17,0.192786041638864,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Riparian","no",28,861.342681751941
"FEB",36483,2005,12.191678315928,12,12,12,12,13,0.393621314375875,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Upland Herbaceous","no",28,908.701329371749
"FEB",77802,2006,16.9036271561142,17,17,17,16,17,0.295101878759076,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Urban","no",28,2686.8151674269
"FEB",96284,2007,21.0355926218271,21,21,21,21,21,0.185272197316772,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Water","no",28,4137.86198444111
"FEB",23199,2008,19,19,19,19,19,19,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",28,900.513008779014
"JAN",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson",NA,"no",31,NA
"JAN",79164,1,7.95016674245869,8,8,8,8,8,0.383427201782485,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Alfalfa","yes",31,1423.55665241946
"JAN",207435,23,4.99032950080748,5,5,5,5,5,0.0978620490173988,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Corn","yes",31,2341.43467377286
"JAN",7343,24,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Rice","yes",31,83.0451588557718
"JAN",4883,108,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Bush Berries","yes",31,55.2239562430524
"JAN",27835,109,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Vineyards","yes",31,314.798038506116
"JAN",8881,246,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Potatoes","yes",31,100.4390652047
"JAN",5495,277,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cucurbit","yes",31,62.1453286003631
"JAN",47003,278,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Tomatoes","yes",31,531.577230246199
"JAN",11206,279,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Truck Crops","yes",31,126.733494503306
"JAN",40,403,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cherries","yes",31,0.4523772782556
"JAN",301,409,6,6,6,6,6,6,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Olives","yes",31,4.08496682264807
"JAN",0,412,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pears","yes",31,NA
"JAN",7,425,6,6,6,6,6,6,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Citrus","yes",31,0.094999228433676
"JAN",0,500,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Almonds","yes",31,NA
"JAN",0,502,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pistachios","yes",31,NA
"JAN",4368,503,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Walnuts","yes",31,49.3995987855115
"JAN",13972,800,8.84805324935586,9,9,9,8,9,0.358969268340394,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Pasture","yes",31,279.625705121743
"JAN",7145,908,8,8,8,8,8,8,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Turf","yes",31,129.28942612545
"JAN",46187,913,4.99863597982116,5,5,5,5,5,0.0369074467795939,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Semi-agricultural/ROW","yes",31,522.206234927135
"JAN",4779,914,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Other Deciduous","yes",31,54.0477753195878
"JAN",43742,916,5,5,5,5,5,5,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Fallow","yes",31,494.697172636411
"JAN",5263,2002,7,7,7,7,7,7,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Floating Vegetation","no",31,83.3301565410728
"JAN",1940,2003,8.53144329896907,9,8,9,8,9,0.499010339522084,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Forage Grass","yes",31,37.4364816620422
"JAN",24857,2004,7,7,7,7,7,7,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Riparian","no",31,393.565970195981
"JAN",36483,2005,4.99657374667653,5,5,5,5,5,0.0584338438888735,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Upland Herbaceous","no",31,412.319270266067
"JAN",77802,2006,7,7,7,7,7,7,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Urban","no",31,1231.85499509948
"JAN",96284,2007,9.92075526567239,10,10,10,10,10,0.270120355413957,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Water","no",31,2160.57649981266
"JAN",23199,2008,8.84232078968921,9,9,9,8,9,0.364439949712642,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,463.98754110203
"JUL",0,0,NA,NA,NA,NA,NA,NA,NA,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson",NA,"no",31,NA
"JUL",79164,1,59.6582411197009,60,59,62,58,63,6.67672682806074,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Alfalfa","yes",31,10682.4031204319
"JUL",207435,23,67.9874322076795,68,67,69,67,69,1.01361102598756,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Corn","yes",31,31899.3227052611
"JUL",7343,24,68.6431976031595,69,68,69,68,69,0.479055786364674,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Rice","yes",31,1140.0970498645
"JUL",4883,108,68.2101167315175,68,68,69,67,69,0.805523151311744,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Bush Berries","yes",31,753.366500342964
"JUL",27835,109,55.5198491108317,56,55,56,55,56,0.725668942859845,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Vineyards","yes",31,3495.50791964907
"JUL",8881,246,9,9,9,9,9,9,0,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Potatoes","yes",31,180.790317368459
"JUL",5495,277,61.5768880800728,62,61,62,61,62,1.18983140746608,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cucurbit","yes",31,765.343188784781
"JUL",47003,278,65.5441142054762,65,64,67,63,71,2.51587424137452,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Tomatoes","yes",31,6968.35173765752
"JUL",11206,279,65.8978225950384,66,66,67,65,67,1.6535028414119,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Truck Crops","yes",31,1670.29226752563
"JUL",40,403,71.625,72,71,72,71,72,0.484122918275927,"calsimetaw","Central",2015,"data/delta_regions/calsimetaw-Central-2015.geojson","Cherries","yes",31,6.48030451101147
