"stationName","date","ET_EC_gf","ET_EC_gf_count","ET_EC_gf_Dgf","ET_EC_gf_Dgf2","ET_EC_gf_Dqc","ET_EC_qc","ET_EC_qc_count","ET_EC_qc_Dgf","ET_EC_qc_Dqc","ET_SR_aH_gf","ET_SR_aH_gf_count","ET_SR_aH_gf_Dgf","ET_SR_aH_gf_Dgf2","ET_SR_aH_gf_Dqc","ET_SR_aH_qc","ET_SR_aH_qc_count","ET_SR_aH_qc_Dgf","ET_SR_aH_qc_Dqc","ET_Tc_aH_gf","ET_Tc_aH_gf_count","ET_Tc_aH_gf_Dgf","ET_Tc_aH_gf_Dgf2","ET_Tc_aH_gf_Dqc","ET_Tc_aH_qc","ET_Tc_aH_qc_count","ET_Tc_aH_qc_Dgf","ET_Tc_aH_qc_Dqc","ET_Tn_aH_gf","ET_Tn_aH_gf_count","ET_Tn_aH_gf_Dgf","ET_Tn_aH_gf_Dgf2","ET_Tn_aH_gf_Dqc","ET_Tn_aH_qc","ET_Tn_aH_qc_count","ET_Tn_aH_qc_Dgf","ET_Tn_aH_qc_Dqc","ETo_mm","G_gf_count","G_gf_mm","G_gf_mm_Dgf","G_gf_mm_Dqc","G_qc_count","G_qc_mm","G_qc_mm_Dqc","H_ECrot_gf_count","H_ECrot_gf_mm","H_ECrot_gf_mm_Dgf","H_ECrot_gf_mm_Dqc","H_ECrot_qc_count","H_ECrot_qc_mm","H_ECrot_qc_mm_Dqc","Ka_EC","Ka_SR","Ka_Tc","Ka_Tn","Rn_Avg_gf_count","Rn_Avg_gf_mm","Rn_Avg_gf_mm_Dgf","Rn_Avg_gf_mm_Dqc","Rn_Avg_qc_count","Rn_Avg_qc_mm","Rn_Avg_qc_mm_Dqc","SR_aH_gf_count","SR_aH_gf_mm","SR_aH_gf_mm_Dgf","SR_aH_gf_mm_Dqc","SR_aH_qc_count","SR_aH_qc_mm","SR_aH_qc_mm_Dqc","Tc_aH_gf_count","Tc_aH_gf_mm","Tc_aH_gf_mm_Dgf","Tc_aH_gf_mm_Dqc","Tc_aH_qc_count","Tc_aH_qc_mm","Tc_aH_qc_mm_Dqc","Tc_H_gf_mm","Tc_H_qc_mm","Tn_aH_gf_count","Tn_aH_gf_mm","Tn_aH_gf_mm_Dgf","Tn_aH_gf_mm_Dqc","Tn_aH_qc_count","Tn_aH_qc_mm","Tn_aH_qc_mm_Dqc","Tn_H_gf_mm","Tn_H_qc_mm","rDateTime"
"D11_Staten_Corn","2016-04-20",NA,10,NA,NA,NA,NA,10,NA,NA,NA,21,NA,NA,NA,NA,21,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,5.17,21,NA,0,NA,21,NA,NA,11,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,22,NA,NA,22,NA,NA,NA,22,NA,NA,22,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,22,NA,NA,NA,NA,2016-04-20
"D11_Staten_Corn","2016-04-21",NA,26,NA,NA,NA,NA,23,NA,NA,NA,45,1.47112391964898,1.47112391964898,NA,NA,45,1.47112391964898,NA,1.66980183535453,48,1.48774104382494,1.48774104382494,1.66980183535453,NA,46,1.48774104382494,NA,1.6365675870026,48,1.45450679547301,1.45450679547301,1.6365675870026,NA,46,1.45450679547301,NA,3.9,48,0.182060791529588,0.182060791529588,0.182060791529588,45,NA,NA,26,NA,NA,NA,24,NA,NA,NA,0.377211261448456,0.381472062519217,0.372950460377696,48,4.5923661046368,4.5923661046368,4.5923661046368,46,NA,NA,48,2.93918139345823,2.93918139345823,2.93918139345823,46,NA,NA,48,2.92256426928227,2.92256426928227,2.92256426928227,46,NA,NA,3.17166540870246,NA,48,2.9557985176342,2.9557985176342,2.9557985176342,46,NA,NA,3.2176135374894,NA,2016-04-21
"D11_Staten_Corn","2016-04-22",NA,21,NA,NA,NA,NA,21,NA,NA,2.42588758677602,48,2.42588758677602,2.42588758677602,2.42588758677602,2.40794318620616,48,2.42588758677602,2.40794318620616,1.87912551043641,48,2.43586145653447,2.43586145653447,1.87912551043641,1.87912551043641,48,2.43586145653447,1.87912551043641,1.8591777709195,48,2.41591371701756,2.41591371701756,1.8591777709195,NA,47,2.41591371701756,NA,2.62,48,-0.556735946098062,-0.556735946098062,-0.556735946098062,48,-0.556735946098062,-0.556735946098062,21,NA,NA,NA,21,NA,NA,NA,0.925911292662602,0.929718113181096,0.922104472144108,48,2.6979871681044,2.6979871681044,2.6979871681044,48,2.6979871681044,2.6979871681044,48,0.828835527426445,0.828835527426445,0.828835527426445,48,0.846779927996297,0.846779927996297,48,0.818861657667991,0.818861657667991,0.818861657667991,48,0.818861657667991,0.818861657667991,0.616830763150894,0.616830763150894,48,0.838809397184898,0.838809397184898,0.838809397184898,47,NA,NA,0.646231602405842,NA,2016-04-22
"D11_Staten_Corn","2016-04-23",NA,24,NA,NA,NA,NA,24,NA,NA,2.90249954313149,48,2.90249954313149,2.90249954313149,2.90249954313149,2.90249954313149,48,2.90249954313149,2.90249954313149,3.05912129705251,48,2.85952788253605,2.85952788253605,3.05912129705251,3.05912129705251,48,2.85952788253605,3.05912129705251,3.1450646182434,48,2.94547120372694,2.94547120372694,3.1450646182434,3.1450646182434,48,2.94547120372694,3.1450646182434,4.04,48,0.199593414516459,0.199593414516459,0.199593414516459,48,0.199593414516459,0.199593414516459,24,NA,NA,NA,24,NA,NA,NA,0.718440480973142,0.707803931320805,0.729077030625479,48,5.4923220995004,5.4923220995004,5.4923220995004,48,5.4923220995004,5.4923220995004,48,2.39022914185245,2.39022914185245,2.39022914185245,48,2.39022914185245,2.39022914185245,48,2.43320080244789,2.43320080244789,2.43320080244789,48,2.43320080244789,2.43320080244789,2.54158999796541,2.54158999796541,48,2.347257481257,2.347257481257,2.347257481257,48,2.347257481257,2.347257481257,2.43353692999372,2.43353692999372,2016-04-23
"D11_Staten_Corn","2016-04-24",NA,24,NA,NA,NA,NA,24,NA,NA,0.996225614214691,48,0.996225614214691,0.996225614214691,0.996225614214691,0.996225614214691,48,0.996225614214691,0.996225614214691,1.01418800981425,48,0.997174204286449,0.997174204286449,1.01418800981425,1.01418800981425,48,0.997174204286449,1.01418800981425,1.01229082967074,48,0.995277024142933,0.995277024142933,1.01229082967074,1.01229082967074,48,0.995277024142933,1.01229082967074,4.52,48,0.0170138055278057,0.0170138055278057,0.0170138055278057,48,0.0170138055278057,0.0170138055278057,24,NA,NA,NA,24,NA,NA,NA,0.220403896950153,0.220613762010276,0.220194031890029,48,4.61796578028216,4.61796578028216,4.61796578028216,48,4.61796578028216,4.61796578028216,48,3.60472636053966,3.60472636053966,3.60472636053966,48,3.60472636053966,3.60472636053966,48,3.60377777046791,3.60377777046791,3.60377777046791,48,3.60377777046791,3.60377777046791,3.93299013116966,3.93299013116966,48,3.60567495061142,3.60567495061142,3.60567495061142,48,3.60567495061142,3.60567495061142,3.92253850919856,3.92253850919856,2016-04-24
"D11_Staten_Corn","2016-04-25",NA,24,NA,NA,NA,NA,24,NA,NA,-0.759713158686489,48,-0.759713158686489,-0.759713158686489,-0.759713158686489,-0.791802363363841,48,-0.759713158686489,-0.791802363363841,-0.906024834850853,48,-0.784848915979471,-0.784848915979471,-0.906024834850853,NA,46,-0.784848915979471,NA,-0.855753320264887,48,-0.734577401393505,-0.734577401393505,-0.855753320264887,NA,47,-0.734577401393505,NA,5.37,48,-0.121175918871381,-0.121175918871381,-0.121175918871381,48,-0.121175918871381,-0.121175918871381,24,NA,NA,NA,24,NA,NA,NA,-0.141473586347577,-0.146154360517592,-0.136792812177561,48,5.0817090033738,5.0817090033738,5.0817090033738,48,5.0817090033738,5.0817090033738,48,5.96259808093167,5.96259808093167,5.96259808093167,48,5.99468728560902,5.99468728560902,48,5.98773383822465,5.98773383822465,5.98773383822465,46,NA,NA,6.39015556595716,NA,48,5.93746232363869,5.93746232363869,5.93746232363869,47,NA,NA,6.31311690496696,NA,2016-04-25
"D11_Staten_Corn","2016-04-26",NA,25,NA,NA,NA,NA,25,NA,NA,0.563976984370154,48,0.563976984370154,0.563976984370154,0.563976984370154,0.563976984370154,48,0.563976984370154,0.563976984370154,0.60191246865108,48,0.542192855411648,0.542192855411648,0.60191246865108,0.60191246865108,48,0.542192855411648,0.60191246865108,0.645480726568092,48,0.585761113328659,0.585761113328659,0.645480726568092,0.645480726568092,48,0.585761113328659,0.645480726568092,4.72,48,0.059719613239432,0.059719613239432,0.059719613239432,48,0.059719613239432,0.059719613239432,25,NA,NA,NA,25,NA,NA,NA,0.119486649230965,0.114871367671959,0.12410193078997,48,4.6160893719594,4.6160893719594,4.6160893719594,48,4.6160893719594,4.6160893719594,48,3.99239277434981,3.99239277434981,3.99239277434981,48,3.99239277434981,3.99239277434981,48,4.01417690330832,4.01417690330832,4.01417690330832,48,4.01417690330832,4.01417690330832,4.19915921924389,4.19915921924389,48,3.97060864539131,3.97060864539131,3.97060864539131,48,3.97060864539131,3.97060864539131,4.14100041087985,4.14100041087985,2016-04-26
"D11_Staten_Corn","2016-04-27",NA,25,NA,NA,NA,NA,25,NA,NA,0.715946469976891,48,0.71594646997689,0.71594646997689,0.715946469976891,0.715344828262937,48,0.71594646997689,0.715344828262937,0.678064502422035,48,0.76653396137051,0.76653396137051,0.678064502422035,0.678064502422035,48,0.76653396137051,0.678064502422035,0.576889519634797,48,0.665358978583271,0.665358978583271,0.576889519634797,NA,47,0.665358978583271,NA,3.74,48,-0.0884694589484749,-0.0884694589484749,-0.0884694589484749,48,-0.0884694589484749,-0.0884694589484749,25,NA,NA,NA,25,NA,NA,NA,0.191429537426976,0.204955604644521,0.177903470209431,48,4.27791783301074,4.27791783301074,4.27791783301074,48,4.27791783301074,4.27791783301074,48,3.65044082198232,3.65044082198232,3.65044082198232,48,3.65104246369628,3.65104246369628,48,3.59985333058871,3.59985333058871,3.59985333058871,48,3.59985333058871,3.59985333058871,3.72652122270414,3.72652122270414,48,3.70102831337594,3.70102831337594,3.70102831337594,47,NA,NA,3.82359907030893,NA,2016-04-27
"D11_Staten_Corn","2016-04-28",NA,0,NA,NA,NA,NA,0,NA,NA,NA,10,0.816798512238532,0.816798512238532,NA,NA,10,NA,NA,NA,10,0.873658327277292,0.873658327277292,NA,NA,10,NA,NA,NA,10,0.759938697199771,0.759938697199771,NA,NA,10,NA,NA,5.74,10,NA,0,NA,10,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,11,NA,4.74884305671285,NA,11,NA,NA,10,NA,3.93204454447432,NA,10,NA,NA,10,NA,3.87518472943556,NA,10,NA,NA,NA,NA,10,NA,3.98890435951308,NA,10,NA,NA,NA,NA,2016-04-28
"D11_Staten_Corn","2016-04-29",NA,0,NA,NA,NA,NA,0,NA,NA,0.764787303955777,48,0.764787303955777,0.764787303955777,0.764787303955777,0.76309392813066,48,0.764787303955777,0.76309392813066,1.06925215213255,48,0.827919442639678,0.827919442639678,1.06925215213255,NA,47,0.827919442639678,NA,0.942987874764746,48,0.701655165271875,0.701655165271875,0.942987874764746,0.942987874764746,48,0.701655165271875,0.942987874764746,5.08,48,0.24133270949287,0.24133270949287,0.24133270949287,48,0.24133270949287,0.24133270949287,0,NA,NA,NA,0,NA,NA,NA,0.150548681881058,0.162976268236157,0.13812109552596,48,5.21976828041496,5.21976828041496,5.21976828041496,48,5.21976828041496,5.21976828041496,48,4.21364826696631,4.21364826696631,4.21364826696631,48,4.21534164279143,4.21534164279143,48,4.15051612828241,4.15051612828241,4.15051612828241,47,NA,NA,4.57896594515049,NA,48,4.27678040565021,4.27678040565021,4.27678040565021,48,4.27678040565021,4.27678040565021,4.72458653139606,4.72458653139606,2016-04-29
"D11_Staten_Corn","2016-04-30",NA,0,NA,NA,NA,NA,0,NA,NA,0.218815310810958,48,0.218815310810958,0.218815310810958,0.218815310810958,NA,47,0.218815310810958,NA,0.271420280069854,48,0.200398680563631,0.200398680563631,0.271420280069854,NA,46,0.200398680563631,NA,0.308253540564509,48,0.237231941058287,0.237231941058287,0.308253540564509,NA,47,0.237231941058287,NA,7.38,48,0.0710215995062234,0.0710215995062234,0.0710215995062234,48,0.0710215995062234,0.0710215995062234,0,NA,NA,NA,0,NA,NA,NA,0.029649771112596,0.0271542927592996,0.0321452494658925,48,5.0479498168308,5.0479498168308,5.0479498168308,48,5.0479498168308,5.0479498168308,48,4.75811290651362,4.75811290651362,4.75811290651362,47,NA,NA,48,4.77652953676095,4.77652953676095,4.77652953676095,46,NA,NA,4.87693499183325,NA,48,4.73969627626629,4.73969627626629,4.73969627626629,47,NA,NA,4.83594604170309,NA,2016-04-30
