"month","count","level_2","mean","median","p25","p75","p9","p91","model","region","wateryear","source","cropname","include","num_days","crop_acft"
"NOV",104659,2004,8.78102217678365,9,7,11,4,13,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Riparian","no",30,2011.64806268474
"NOV",271383,2005,3.98643614375256,3,2,5,1,8,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Upland Herbaceous","no",30,2368.08779447467
"NOV",354099,2006,5.60742899584579,5,4,7,2,10,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Urban","no",30,4346.29131312167
"NOV",281434,2007,10.0561090699773,10,8,12,5,15,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Water","no",30,6194.93689783935
"NOV",126029,2008,7.89860270255259,8,5,10,4,13,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",30,2178.96928437761
"OCT",7238,0,10.9457032329373,10,7,14,5,18,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson",NA,"no",31,179.197949349
"OCT",389019,1,15.0103259737956,16,12,18,9,20,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Alfalfa","yes",31,13207.8377283624
"OCT",423096,23,5.25381237355116,4,3,6,2,10,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Corn","yes",31,5027.87261692095
"OCT",29882,24,13.4642594203869,13,10,16,8,20,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Rice","yes",31,910.045108780399
"OCT",5373,108,13.6692722873627,14,11,16,9,18,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Bush Berries","yes",31,166.124246007413
"OCT",171555,109,13.6938357961004,14,11,16,8,19,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Vineyards","yes",31,5313.72755716428
"OCT",18552,246,9.24234583872359,8,6,11,5,16,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Potatoes","yes",31,387.832088194091
"OCT",17037,277,9.68022539179433,8,7,12,5,18,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Cucurbit","yes",31,373.03482742235
"OCT",163756,278,7.68409096460588,7,5,9,4,13,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Tomatoes","yes",31,2846.16783632737
"OCT",44833,279,9.37075368590101,8,6,12,5,17,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Truck Crops","yes",31,950.261448817322
"OCT",9307,403,15.6466100784356,16,13,18,11,21,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Cherries","yes",31,329.382681957076
"OCT",6995,409,17.9109363831308,19,15,21,11,23,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Olives","yes",31,283.384960304047
"OCT",26707,412,19.3421574868012,19,17,22,14,25,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Pears","yes",31,1168.42491502887
"OCT",34,425,11.2058823529412,10,9,12,8,17,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Citrus","yes",31,0.861778715076918
"OCT",24968,500,16.110661646908,17,11,21,8,24,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Almonds","yes",31,909.846062777967
"OCT",687,502,10.2008733624454,7,6,13,6,22,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Pistachios","yes",31,15.8512998300762
"OCT",15165,503,14.8841411144082,15,12,18,9,20,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Walnuts","yes",31,510.548472466488
"OCT",238972,800,15.7107318012152,17,13,19,9,20,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Pasture","yes",31,8492.08281457391
"OCT",9715,908,14.625012866701,15,11,18,7,20,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Turf","yes",31,321.373342245561
"OCT",224131,913,10.2539050822956,10,7,13,5,16,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Semi-agricultural/ROW","yes",31,5198.30801839014
"OCT",36738,914,9.69083782459579,9,6,12,5,17,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Other Deciduous","yes",31,805.281316795576
"OCT",243042,916,8.19489224084726,7,6,10,4,14,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Fallow","yes",31,4505.00591116757
"OCT",15822,2002,18.9531664770573,20,15,23,10,26,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Floating Vegetation","no",31,678.287705357273
"OCT",27238,2003,10.2742492106616,9,7,13,6,18,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Forage Grass","yes",31,632.988906599148
"OCT",104659,2004,16.9486140704574,17,13,21,10,24,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Riparian","no",31,4012.1906280087
"OCT",271383,2005,7.85809354307381,7,5,10,3,13,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Upland Herbaceous","no",31,4823.59260937907
"OCT",354099,2006,10.2828898133008,10,7,13,5,16,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Urban","no",31,8235.89251435219
"OCT",281434,2007,17.8512191135399,18,15,21,12,24,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Water","no",31,11363.5815165972
"OCT",126029,2008,14.6360440850915,14,11,18,8,22,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,4172.1987332141
"SEP",7238,0,27.0127106935618,25,21,32,17,41,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson",NA,"no",30,427.973713016025
"SEP",389019,1,33.1807546675098,33,28,39,23,43,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Alfalfa","yes",30,28254.4866512695
"SEP",423096,23,21.8475948720858,22,16,27,11,32,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Corn","yes",30,20233.5879706539
"SEP",29882,24,46.5294157017603,47,43,51,37,55,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Rice","yes",30,3043.46007420174
"SEP",5373,108,33.6352131025498,34,31,37,27,39,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Bush Berries","yes",30,395.586418456009
"SEP",171555,109,30.5544868992451,31,27,35,21,39,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Vineyards","yes",30,11473.8382632012
"SEP",18552,246,28.6752371711945,27,22,37,18,41,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Potatoes","yes",30,1164.46945944314
"SEP",17037,277,28.2738745084228,31,21,35,16,37,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Cucurbit","yes",30,1054.40825656587
"SEP",163756,278,29.7756662351303,31,23,36,16,40,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Tomatoes","yes",30,10673.062624097
"SEP",44833,279,30.2863738763857,31,23,37,18,41,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Truck Crops","yes",30,2972.1821968864
"SEP",9307,403,33.5845062855915,34,29,38,25,42,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Cherries","yes",30,684.193636653054
"SEP",6995,409,38.6407433881344,38,33,47,28,49,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Olives","yes",30,591.648190133529
"SEP",26707,412,35.9745385105029,36,32,41,27,45,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Pears","yes",30,2103.05526960092
"SEP",34,425,24.5,24,22,26,21,30,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Citrus","yes",30,1.82337228767862
"SEP",24968,500,32.88469240628,32,27,38,22,46,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Almonds","yes",30,1797.24749985936
"SEP",687,502,22.3508005822416,18,17,26,16,38,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Pistachios","yes",30,33.6109021336197
"SEP",15165,503,34.3896472139796,35,30,39,26,43,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Walnuts","yes",30,1141.56457634798
"SEP",238972,800,35.2998761361164,36,32,39,26,44,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Pasture","yes",30,18465.0525647891
"SEP",9715,908,32.1297992794647,34,27,39,17,41,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Turf","yes",30,683.252400057974
"SEP",224131,913,26.0823090067862,26,21,31,16,36,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Semi-agricultural/ROW","yes",30,12796.1202658046
"SEP",36738,914,25.7020795906146,25,20,30,17,37,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Other Deciduous","yes",30,2066.8745726705
"SEP",243042,916,20.2676245258021,19,16,23,13,30,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Fallow","yes",30,10782.3774044652
"SEP",15822,2002,39.8524838832006,41,35,46,26,51,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Floating Vegetation","no",30,1380.21620949172
"SEP",27238,2003,27.7881635949776,27,22,34,18,38,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Forage Grass","yes",30,1656.78216603868
"SEP",104659,2004,37.413600359262,38,32,44,25,48,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Riparian","no",30,8571.09743780857
"SEP",271383,2005,21.1106517357388,19,16,25,14,32,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Upland Herbaceous","no",30,12540.4935401147
"SEP",354099,2006,24.162954427999,24,19,29,14,34,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Urban","no",30,18728.5900557223
"SEP",281434,2007,36.082015676855,35,30,41,27,48,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Water","no",30,22227.8625569313
"SEP",126029,2008,30.5002023343834,29,23,37,19,44,"ucdpt","legal",2015,"data/dsa_legal/ucdpt-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",30,8414.02037254589
"APR",7207,0,31.7828500069377,31,26,38,20,44,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",30,501.392356354594
"APR",316983,1,39.213427849443,40,36,43,31,46,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",30,27208.2824755371
"APR",63028,12,24.4768356920734,23,18,29,16,36,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",30,3376.90736600395
"APR",0,14,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",30,NA
"APR",2594,22,22.0512721665382,20,17,23,16,35,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",30,125.208545291122
"APR",329211,23,14.5967844330839,12,8,18,7,29,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",30,10518.6954446593
"APR",30229,24,24.9673823149955,23,20,30,18,34,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",30,1652.06503845171
"APR",5657,108,37.0705320841435,38,34,41,30,43,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",30,459.034520653671
"APR",173301,109,28.9111257292226,29,25,33,21,36,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",30,10967.2165714381
"APR",1396,201,17.6776504297994,17,16,19,14,22,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",30,54.0182248683469
"APR",814,211,24.1093366093366,27,18,29,17,30,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",30,42.9576004149975
"APR",17608,246,22.4284416174466,19,16,24,15,39,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",30,864.449200300169
"APR",13905,277,20.6233728874506,18,16,23,15,30,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",30,627.712874181299
"APR",112765,278,18.2462111470758,17,15,20,14,25,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",30,4503.78208470173
"APR",12569,279,23.0793221417774,21,17,28,14,37,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",30,634.971340574988
"APR",16,284,39.5,41.5,36.5,44,31,46,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",30,1.38339890253648
"APR",12731,403,38.1315686120493,40,34,44,27,47,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",30,1062.61890416621
"APR",7269,409,37.3071949374054,38,35,40,31,43,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",30,593.60508668237
"APR",24842,412,37.9656629900974,38,34,42,31,45,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",30,2064.46675812494
"APR",23,425,30.304347826087,29,27,31,26,38,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",30,1.52567885295558
"APR",62468,500,34.3125440225395,34,21,46,15,56,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",30,4691.81488933099
"APR",1244,502,23.6278135048232,23,17,26,16,36,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",30,64.338993579517
"APR",23607,503,28.984199601813,29,23,35,18,40,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",30,1497.72631500401
"APR",964,752,22.4896265560166,23,20,25,18,27,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",30,47.4558357705552
"APR",25,756,25.88,26,18,32,18,35,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",30,1.41623273724858
"APR",213731,800,41.2748829135689,42,39,44,36,46,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",30,19310.0641349398
"APR",10069,908,29.2001191776741,28,22,36,18,41,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",30,643.578183114186
"APR",223290,913,30.4172779793094,30,24,37,18,42,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",30,14866.8845534273
"APR",7859,914,35.3188700852526,36,30,41,25,45,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",30,607.581355658154
"APR",377439,916,35.3469461290434,38,24,46,17,50,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",30,29203.104292393
"APR",12868,2002,41.2681846440783,42,37,46,31,51,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",30,1162.40311677859
"APR",33358,2003,33.6600515618442,37,24,42,16,47,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",30,2457.79201983044
"APR",109834,2004,37.9058397217619,39,33,44,26,48,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",30,9113.24971657477
"APR",312265,2005,34.9930571789986,35,31,40,25,44,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",30,23918.5883412954
"APR",356034,2006,27.7914637366094,28,23,33,17,38,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",30,21658.7427552549
"APR",296333,2007,38.8802664569926,38,34,44,31,48,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",30,25219.6815758979
"APR",113930,2008,37.4666022996577,38,32,43,26,48,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",30,9343.56812246858
"AUG",7207,0,27.1351463854586,24,18,33,14,47,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,442.3412883375
"AUG",316983,1,34.7870011956477,35,31,39,26,43,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,24941.5679053467
"AUG",63028,12,27.8983626324808,27,23,32,20,38,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",31,3977.25126892263
"AUG",0,14,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",31,NA
"AUG",2594,22,28.7532767925983,29,25,32,23,35,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",31,168.705058379861
"AUG",329211,23,36.155028234172,39,30,44,18,48,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",31,26922.4036030764
"AUG",30229,24,61.8722749677462,64,58,67,50,70,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",31,4230.48980740372
"AUG",5657,108,33.7316598904013,34,29,38,24,43,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",31,431.613161183668
"AUG",173301,109,30.4462870958621,31,27,34,22,38,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",31,11934.5540221203
"AUG",1396,201,29.1984240687679,29,23,35,20,39,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",31,92.1967511948826
"AUG",814,211,24.3513513513514,14,12,38,11,50,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",31,44.8351120479125
"AUG",17608,246,32.0948432530668,30,18,46,14,52,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",31,1278.25080875737
"AUG",13905,277,32.0922689679971,35,21,41,15,46,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",31,1009.35096890307
"AUG",112765,278,37.1138119097238,40,31,46,17,50,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",31,9466.30894970682
"AUG",12569,279,29.1121012013684,27,20,37,14,48,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",31,827.646849432533
"AUG",16,284,27.6875,26,24,34.5,19,35,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",31,1.00201567133615
"AUG",12731,403,37.4555808656036,38,32,44,25,50,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",31,1078.57374002174
"AUG",7269,409,38.6501582060806,39,32,46,27,50,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",31,635.472457856772
"AUG",24842,412,43.7637871346912,44,39,49,34,53,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",31,2459.07764686962
"AUG",23,425,28.0869565217391,27,23,30,21,40,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",31,1.46117860876559
"AUG",62468,500,27.4395530511622,24,16,37,13,48,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",31,3877.08589197127
"AUG",1244,502,18.6101286173633,14,13,17,12,42,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",31,52.364931844477
"AUG",23607,503,35.0025416190113,37,25,45,16,49,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",31,1869.00803454497
"AUG",964,752,25.2365145228216,25,23,27,21,28,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",31,55.0271721270112
"AUG",25,756,31.52,32,23,40,16,46,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",31,1.78236647632706
"AUG",213731,800,37.3855594181471,38,35,41,28,44,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",31,18073.4969008465
"AUG",10069,908,34.6714668785381,37,25,45,18,48,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",31,789.640372399889
"AUG",223290,913,25.7297639840566,25,19,31,14,39,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",31,12994.987433284
"AUG",7859,914,35.3159435042626,36,25,46,18,51,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",31,627.782044126426
"AUG",377439,916,24.0638619750476,18,14,34,11,47,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",31,20543.8998128772
"AUG",12868,2002,47.1889182468138,49,42,54,31,59,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",31,1373.47848771657
"AUG",33358,2003,36.1390371125367,37,32,42,24,45,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",31,2726.7628537318
"AUG",109834,2004,41.5831709670958,44,33,50,23,56,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",31,10330.5915730189
"AUG",312265,2005,20.3865146590236,19,14,25,10,34,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",31,14399.1574574438
"AUG",356034,2006,23.0880533881596,23,17,28,13,34,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",31,18593.0047053088
"AUG",296333,2007,43.6607060300405,43,37,50,32,59,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",31,29264.530414085
"AUG",113930,2008,34.1664179759501,33,26,42,21,50,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",31,8804.57372896092
"DEC",7207,0,3.9793256556126,4,3,5,2,6,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,64.8686398154618
"DEC",316983,1,5.03138969597739,5,4,6,4,6,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,3607.40343942559
"DEC",63028,12,2.76786507583931,3,2,3,2,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",31,394.592866617621
"DEC",0,14,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",31,NA
"DEC",2594,22,2.3384734001542,2,2,2,2,3,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",31,13.7206028494923
"DEC",329211,23,2.14446661867313,1,1,3,1,5,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",31,1596.85107828723
"DEC",30229,24,5.9302987197724,6,3,9,2,10,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",31,405.481587705233
"DEC",5657,108,4.1081845501149,4,3,5,3,6,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",31,52.5662397333007
"DEC",173301,109,3.32397389513044,3,3,4,2,5,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",31,1302.95513192291
"DEC",1396,201,3.47922636103152,4,3,4,3,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",31,10.9859822024372
"DEC",814,211,3.06879606879607,3,3,3,2,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",31,5.65019220541244
"DEC",17608,246,2.50062471603816,2,2,3,2,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",31,99.5931196943616
"DEC",13905,277,2.83322545846818,3,2,3,2,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",31,89.1092762707881
"DEC",112765,278,2.48454751030905,2,2,3,2,3,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",31,633.712710244357
"DEC",12569,279,2.70037393587398,3,2,3,2,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",31,76.7706860063666
"DEC",16,284,7,7,6,8,5,8,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",31,0.253331275823136
"DEC",12731,403,3.52336815646846,4,3,4,3,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",31,101.459175967166
"DEC",7269,409,6.61108818269363,7,6,7,5,8,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",31,108.697212419256
"DEC",24842,412,3.55325658159568,3,3,4,2,5,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",31,199.656711758109
"DEC",23,425,4.43478260869565,4,4,6,3,6,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",31,0.230712411910356
"DEC",62468,500,3.92785105974259,4,3,5,2,6,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",31,554.987754395927
"DEC",1244,502,3.62138263665595,4,3,4,3,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",31,10.1897981927074
"DEC",23607,503,3.31782945736434,3,2,4,2,5,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",31,177.159989710458
"DEC",964,752,3.30290456431535,3,3,3,3,4,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",31,7.20184626982915
"DEC",25,756,3.56,3,3,5,2,5,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",31,0.201307888823742
"DEC",213731,800,5.0864638260243,5,4,6,4,7,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",31,2458.97586198201
