"month","count","level_2","mean","median","p25","p75","p9","p91","model","region","wateryear","source","cropname","include","num_days","crop_acft"
"APR",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",30,16.9422587114436
"APR",360625,1,40.9096596187175,42,42,43,41,43,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",30,32293.2715909339
"APR",412946,23,23.7044480392109,23,23,24,23,24,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",30,21426.6097327627
"APR",34440,24,23.5062717770035,23,23,24,23,24,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",30,1772.05519294592
"APR",5373,108,24.964265773311,25,25,25,25,25,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",30,293.606716762541
"APR",166310,109,30.80659010282,30,29,34,29,34,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",30,11214.8208968467
"APR",18552,246,37.7155023717119,40,33,40,32,40,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",30,1531.58456535913
"APR",17718,277,23.8317530195282,23,23,24,23,24,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",30,924.274636067929
"APR",163278,278,23.7052511667218,23,23,24,23,24,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",30,8472.32450730532
"APR",42931,279,27.114322983392,28,24,28,23,29,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",30,2548.0040751631
"APR",9362,403,27.4701986754967,27,27,28,27,28,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",30,562.938285061269
"APR",6521,409,35.2133108418954,35,35,35,34,35,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",30,502.633475306712
"APR",26707,412,27.1605197139327,27,27,27,27,28,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",30,1587.79171254162
"APR",34,425,35.9117647058824,34,34,35,34,43,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",30,2.67267414556494
"APR",23360,500,38.2109589041096,36,36,36,36,36,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",30,1953.84956897988
"APR",687,502,39.7278020378457,40,39,40,39,40,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",30,59.742256719823
"APR",15578,503,28.4315701630505,28,28,28,28,28,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",30,969.489015388805
"APR",216008,800,44.439756860857,44,44,45,43,45,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",30,21012.2160937836
"APR",9744,908,40.2201354679803,40,40,40,40,41,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",30,857.849599523037
"APR",217775,913,28.6748249339915,28,28,28,27,28,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",30,13669.0756182175
"APR",34610,914,28.1290956370991,28,28,28,27,28,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",30,2131.02094108637
"APR",233573,916,23.532844121538,23,23,24,23,24,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",30,12031.7113820275
"APR",15889,2002,79.2414878217635,41,40,129,40,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",30,2756.00204021962
"APR",20181,2003,44.4719290421684,44,44,45,43,45,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",30,1964.53150987288
"APR",97484,2004,86.8106458495753,129,40,129,40,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",30,18524.0812328346
"APR",244203,2005,24.246700490985,23,23,24,23,24,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",30,12960.8651259337
"APR",279757,2006,39.6727695821731,38,38,39,37,39,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",30,24294.2687002266
"APR",270486,2007,52.1448725627204,50,50,51,49,51,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",30,30873.5628450504
"APR",111893,2008,44.8992340897107,45,44,45,44,45,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",30,10996.9487032311
"AUG",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",31,17.5070006684917
"AUG",360625,1,51.9414405545927,55,54,56,53,57,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",31,42368.2580356297
"AUG",412946,23,33.2094729092908,18,18,51,17,63,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",31,31018.8743799105
"AUG",34440,24,61.0540069686411,61,61,62,59,62,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",31,4756.06851494025
"AUG",5373,108,42.7204541224642,42,42,43,42,43,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",31,519.186616594778
"AUG",166310,109,48.1898923696711,48,47,50,46,50,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",31,18127.8002693283
"AUG",18552,246,20.52156101768,6,6,56,6,57,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",31,861.136339341795
"AUG",17718,277,32.7318546111299,8,8,59,7,60,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",31,1311.76517941694
"AUG",163278,278,21.5212153505065,7,7,47,7,53,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",31,7948.13532765381
"AUG",42931,279,54.8362255712655,55,54,55,53,56,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",31,5324.87413330049
"AUG",9362,403,64.3921170690024,65,62,66,62,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",31,1363.55333023164
"AUG",6521,409,44.15181720595,44,44,44,42,44,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",31,651.228758458414
"AUG",26707,412,65.3485977459093,65,65,66,64,66,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",31,3947.5911526738
"AUG",34,425,45,42,40,44,40,58,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",31,3.46068617865534
"AUG",23360,500,71.9191780821918,70,70,71,69,72,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",31,3800.04151771156
"AUG",687,502,54.9374090247453,56,53,56,52,56,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",31,85.3681161796143
"AUG",15578,503,66.6386570804981,66,65,67,64,68,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",31,2348.05747712652
"AUG",216008,800,57.9642281767342,58,57,59,56,59,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",31,28320.4846290709
"AUG",9744,908,52.810960591133,53,52,53,52,54,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",31,1163.94411808775
"AUG",217775,913,65.8694478245896,66,64,67,63,68,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",31,32446.124692807
"AUG",34610,914,64.8419531927189,66,65,67,62,68,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",31,5076.08020157826
"AUG",233573,916,6.2406570964966,6,6,6,6,6,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",31,3297.03643635999
"AUG",15889,2002,94.7517150229719,69,68,129,67,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",31,3405.29258093294
"AUG",20181,2003,58.2163421039592,58,57,59,56,60,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",31,2657.40889320244
"AUG",97484,2004,100.140689754216,129,68,129,67,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",31,22080.7950685908
"AUG",244203,2005,7.19493618014521,6,6,6,6,6,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",31,3974.19093663523
"AUG",279757,2006,50.5890683700497,50,48,51,47,51,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",31,32011.677387975
"AUG",270486,2007,68.283323351301,67,66,68,64,69,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",31,41776.3246289186
"AUG",111893,2008,58.8988676682187,59,58,59,57,60,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,14906.6704783732
"DEC",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",31,17.5070006684917
"DEC",360625,1,10.5599029462738,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",31,8613.63658924119
"DEC",412946,23,10.4441549258257,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",31,9755.22648412393
"DEC",34440,24,10.2426829268293,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",31,797.898519614445
"DEC",5373,108,10.0178671133445,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",31,121.74829689693
"DEC",166310,109,10.378606217305,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",31,3904.16519584765
"DEC",18552,246,10.278837861147,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",31,431.325901611976
"DEC",17718,277,10.6847838356474,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",31,428.204498392012
"DEC",163278,278,10.3336334350004,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",31,3816.37912311576
"DEC",42931,279,10.4347907106753,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",31,1013.27081801915
"DEC",9362,403,10.531510361034,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",31,223.012950634446
"DEC",6521,409,10.4562183714154,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",31,154.22672358929
"DEC",26707,412,10.8176508031602,11,11,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",31,653.474811644953
"DEC",34,425,10.2058823529412,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",31,0.784874577773466
"DEC",23360,500,13.0463184931507,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",31,689.337020378666
"DEC",687,502,10,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",31,15.5391595080799
"DEC",15578,503,10.5118115290795,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",31,370.390682230946
"DEC",216008,800,10.6155744231695,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",31,5186.61632763363
"DEC",9744,908,10,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",31,220.398209966128
"DEC",217775,913,11.1883549535071,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",31,5511.18571535006
"DEC",34610,914,10.3182028315516,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",31,807.74903484846
"DEC",233573,916,10.3836316697564,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",31,5485.83449267662
"DEC",15889,2002,62.3995846182894,10,10,129,10,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",31,2242.58571470123
"DEC",20181,2003,10.752192656459,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",31,490.806728043413
"DEC",97484,2004,72.4723441795577,129,10,129,10,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",31,15979.9875944216
"DEC",244203,2005,11.2989807660021,10,10,10,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",31,6241.09871570187
"DEC",279757,2006,12.0737354203827,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",31,7640.0008064564
"DEC",270486,2007,13.8619928573013,11,11,11,11,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",31,8480.88647693708
"DEC",111893,2008,10.8541999946377,10,10,11,10,11,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,2747.08137918465
"FEB",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",28,15.8127747973474
"FEB",360625,1,17.7341837088388,18,18,18,18,18,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",28,13065.7444200526
"FEB",412946,23,12.638986695597,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",28,10662.8339360512
"FEB",34440,24,12.4975609756098,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",28,879.337374312024
"FEB",5373,108,12.0178671133445,12,12,12,12,12,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",28,131.920218890738
"FEB",166310,109,12.7164752570501,13,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",28,4320.6813598307
"FEB",18552,246,12.4204398447607,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",28,470.754886292502
"FEB",17718,277,12.8865560447003,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",28,466.464598556788
"FEB",163278,278,12.62031627041,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",28,4209.83462569896
"FEB",42931,279,12.6895250518274,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",28,1112.97010044575
"FEB",9362,403,12.9616534928434,13,13,13,13,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",28,247.911212317017
"FEB",6521,409,15.497163011808,15,15,15,15,15,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",28,206.458860813376
"FEB",26707,412,12.8880068895795,13,13,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",28,703.198589825189
"FEB",34,425,16.2352941176471,16,15,16,15,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",28,1.12773277624493
"FEB",23360,500,15.5959760273973,13,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",28,744.307718309972
"FEB",687,502,12.8165938864629,12,12,15,12,15,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",28,17.9885635776025
"FEB",15578,503,13.0737578636539,13,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",28,416.082319580382
"FEB",216008,800,19.4201233287656,19,19,19,19,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",28,8570.16028720181
"FEB",9744,908,17.2667282430213,17,17,18,17,18,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",28,343.727638414638
"FEB",217775,913,13.481777063483,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",28,5998.21859539575
"FEB",34610,914,12.8079745738226,13,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",28,905.626623161153
"FEB",233573,916,12.6522286394403,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",28,6037.49515811913
"FEB",15889,2002,66.2611869847064,17,17,129,17,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",28,2150.91328336466
"FEB",20181,2003,19.4633070710074,19,19,19,19,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",28,802.465633058821
"FEB",97484,2004,75.7295863936646,129,17,129,17,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",28,15082.2470746457
"FEB",244203,2005,13.6212454392452,12,12,13,12,13,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",28,6795.71158066946
"FEB",279757,2006,18.6849873282885,17,17,17,17,17,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",28,10679.2534801141
"FEB",270486,2007,23.8787478834394,21,21,22,21,22,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",28,13195.4275603383
"FEB",111893,2008,19.5367002404082,19,19,19,19,19,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",28,4466.0260933459
"JAN",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",31,17.5070006684917
"JAN",360625,1,8.01936360485269,8,8,8,8,9,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",31,6541.33699150733
"JAN",412946,23,5.29121967521177,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",31,4942.19462230574
"JAN",34440,24,5.16202090592335,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",31,402.118162641403
"JAN",5373,108,5,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",31,60.7655779016835
"JAN",166310,109,5.13047922554266,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",31,1929.95456335795
"JAN",18552,246,5,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",31,209.812581654947
"JAN",17718,277,5.60887233322045,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",31,224.781745792425
"JAN",163278,278,5.25517216036453,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",31,1940.82066558165
"JAN",42931,279,5.27150543896019,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",31,511.889771096515
"JAN",9362,403,5.05298013245033,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",31,107.000797625797
"JAN",6521,409,6.51495169452538,6,6,6,6,6,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Olives","yes",31,96.0939814470545
"JAN",26707,412,5,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pears","yes",31,302.040999259308
"JAN",34,425,6.67647058823529,6,6,7,6,9,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Citrus","yes",31,0.513448210820106
"JAN",23360,500,8.17431506849315,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Almonds","yes",31,431.911730187317
"JAN",687,502,5,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pistachios","yes",31,7.76957975403993
"JAN",15578,503,5.53331621517525,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Walnuts","yes",31,194.970083155381
"JAN",216008,800,9.42285007962668,9,9,9,9,9,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Pasture","yes",31,4603.86844155755
"JAN",9744,908,8,8,8,8,8,8,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Turf","yes",31,176.318567972903
"JAN",217775,913,6.08787969234301,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Semi-agricultural/ROW","yes",31,2998.78183491968
"JAN",34610,914,5.25796012713089,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Other Deciduous","yes",31,411.613561711988
"JAN",233573,916,5.24114516660744,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Fallow","yes",31,2768.97870133862
"JAN",15889,2002,60.7877147712254,8,7,129,7,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Floating Vegetation","no",31,2184.6565423342
"JAN",20181,2003,9.43981963232744,9,9,9,9,9,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Forage Grass","yes",31,430.900666970415
"JAN",97484,2004,71.0677136760904,129,7,129,7,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Riparian","no",31,15670.2697527503
"JAN",244203,2005,6.2030196189236,5,5,5,5,5,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Upland Herbaceous","no",31,3426.29645796235
"JAN",279757,2006,9.10278920634694,7,7,7,7,8,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Urban","no",31,5760.04976555043
"JAN",270486,2007,12.8964974157627,10,10,10,10,10,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Water","no",31,7890.18806019566
"JAN",111893,2008,9.54369799719375,9,9,9,9,9,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,2415.40740631321
"JUL",60,0,129,129,129,129,129,129,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson",NA,"no",31,17.5070006684917
"JUL",360625,1,57.9220048526863,61,59,62,57,62,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Alfalfa","yes",31,47246.561153041
"JUL",412946,23,68.8309633705133,68,68,70,66,72,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Corn","yes",31,64290.6622477849
"JUL",34440,24,68.7880662020906,69,69,69,67,69,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Rice","yes",31,5358.54683600745
"JUL",5373,108,68.1890936162293,68,68,69,67,69,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Bush Berries","yes",31,828.709936036434
"JUL",166310,109,55.270043893933,56,55,56,54,56,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Vineyards","yes",31,20791.1714950581
"JUL",18552,246,28.2452565761104,9,9,75,9,77,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Potatoes","yes",31,1185.24204034802
"JUL",17718,277,59.9274184445197,59,58,62,56,62,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cucurbit","yes",31,2401.65739894063
"JUL",163278,278,67.8776136405395,66,64,71,63,76,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Tomatoes","yes",31,25068.3081855092
"JUL",42931,279,64.2027206447555,65,63,66,56,67,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Truck Crops","yes",31,6234.40805575647
"JUL",9362,403,70.7548600726341,72,67,72,67,73,"calsimetaw","dsa",2015,"data/dsa_legal/calsimetaw-dsa-2015.geojson","Cherries","yes",31,1498.28937878729
