"month","count","level_2","mean","median","p25","p75","p9","p91","stdDev","model","region","wateryear","source","cropname","include","num_days","crop_acft"
"JAN",316983,1,7.40272191253159,7,6,8,6,9,1.36714017493638,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,5307.6001069303
"JAN",63028,12,4.49565272577267,4,3,6,2,8,2.01175311933888,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",31,640.910032741404
"JAN",0,14,NA,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",31,NA
"JAN",2594,22,3.47764070932922,3,3,4,2,6,1.2831875248898,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",31,20.4044771357188
"JAN",329211,23,3.98610617506705,3,2,6,1,8,2.63056061002952,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",31,2968.20565468238
"JAN",30229,24,7.53491680174667,7,5,10,4,12,2.95746190891157,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",31,515.196649000564
"JAN",5657,108,6.15662011666961,6,5,7,4,8,1.42698274532625,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",31,78.7769792354302
"JAN",173301,109,5.19205313298827,5,4,6,3,8,1.80357669056276,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",31,2035.21823223525
"JAN",1396,201,3.92621776504298,4,3,5,3,5,1.1123816152843,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",31,12.3973993105947
"JAN",814,211,4.92260442260442,5,4,5,4,7,1.29263842643787,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",31,9.06337876985095
"JAN",17608,246,5.01209677419355,5,4,6,3,8,1.90676632090522,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",31,199.618259689457
"JAN",13905,277,4.70658036677454,4,4,6,3,7,1.59820215192145,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",31,148.029154877189
"JAN",112765,278,4.02333170753337,4,3,5,3,6,1.5777507210034,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",31,1026.19749874531
"JAN",12569,279,4.27854244569974,4,3,5,3,7,1.58102115288771,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",31,121.637464463757
"JAN",16,284,9.9375,10,9,11,7,12,1.81895402635691,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",31,0.359639936213202
"JAN",12731,403,5.23399575838504,5,4,6,4,7,1.29753658177183,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",31,150.718537796418
"JAN",7269,409,9.2633099463475,9,8,11,7,13,2.23339086876682,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",31,152.304120156704
"JAN",24842,412,4.87919652201916,5,4,6,4,6,1.15312725668692,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",31,274.160987600415
"JAN",23,425,5.56521739130435,5,4,7,4,8,1.49858155996644,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",31,0.289521458083584
"JAN",62468,500,5.6177562912211,6,4,7,3,9,2.17605261436815,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",31,793.763791291189
"JAN",1244,502,5.53376205787781,6,5,6,4,7,1.30099578284668,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",31,15.5708259175578
"JAN",23607,503,4.99927987461346,5,4,6,3,7,1.5487856998233,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",31,266.943308125847
"JAN",964,752,4.600622406639,4,4,5,4,6,0.940799312845099,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",31,10.0314661453179
"JAN",25,756,4.8,6,3,6,3,6,1.46969384566991,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",31,0.27142636695336
"JAN",213731,800,7.60083937285653,7,7,8,6,9,1.23230637645941,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",31,3674.51360865481
"JAN",10069,908,6.18393087694905,6,5,8,3,9,2.03259172991515,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",31,140.838618039316
"JAN",223290,913,6.052156388553,6,5,7,4,9,1.7998096379489,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",31,3056.68160276361
"JAN",7859,914,5.73444458582517,6,5,7,4,8,1.5233177576559,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",31,101.936433995726
"JAN",377439,916,6.5207569964948,6,5,8,3,10,2.29590748594862,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",31,5566.92764357672
"JAN",12868,2002,7.71075536213864,8,6,9,5,10,2.0350028289091,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",31,224.428891515386
"JAN",33358,2003,6.20306972840098,6,4,8,3,9,2.13005978210345,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",31,468.034055856026
"JAN",109834,2004,6.62222991059235,7,5,8,4,9,1.75946648254683,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",31,1645.17401915049
"JAN",312265,2005,6.46867884649256,6,5,8,4,9,1.67093558416004,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",31,4568.87932097087
"JAN",356034,2006,6.0790121168203,6,5,7,4,9,1.8296239669612,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",31,4895.47988266667
"JAN",296333,2007,8.98225307340053,9,7,11,6,12,2.28579617475717,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",31,6020.54895934752
"JAN",113930,2008,6.51801105942245,7,5,8,4,9,1.88013387107862,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",31,1679.67004850387
"JUL",7207,0,32.7655057582906,30,22,39,18,56,14.3461619828075,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,534.124114322778
"JUL",316983,1,42.9359019253398,43,38,48,34,53,7.20032881649603,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,30784.1629528604
"JUL",63028,12,47.1744621438091,47,40,55,34,61,10.1400374472576,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",31,6725.29394982357
"JUL",0,14,NA,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",31,NA
"JUL",2594,22,48.6900539707016,50,40,58,34,62,10.2712030053316,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",31,285.680774991194
"JUL",329211,23,47.7382803126263,52,39,60,22,64,15.3684778695051,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",31,35547.7318830741
"JUL",30229,24,73.1443646829204,76,70,81,55,84,11.5105533210146,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",31,5001.21402391335
"JUL",5657,108,45.0491426551176,46,40,51,33,55,8.01013961392623,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",31,576.425913612459
"JUL",173301,109,35.9029492039861,36,31,41,26,45,7.20386140886738,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",31,14073.4955786004
"JUL",1396,201,36.9312320916905,38,32,43,26,45,7.01172770549794,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",31,116.613814788729
"JUL",814,211,41.2371007371007,43,30,49,26,58,11.2566245610431,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",31,75.9247404960286
"JUL",17608,246,51.1870172648796,55,42,62,27,66,14.3603806844473,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",31,2038.64046634525
"JUL",13905,277,40.7480043149946,42,30,51,24,56,11.7897224457753,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",31,1281.58709118451
"JUL",112765,278,50.2957300580854,52,45,58,35,62,10.2902083215661,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",31,12828.5103329995
"JUL",12569,279,38.122444108521,37,29,46,22,54,11.4660164337913,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",31,1083.80774513116
"JUL",16,284,40.625,43,35,46.5,34,47,5.53257399408268,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",31,1.4702261543307
"JUL",12731,403,46.1860812190716,47,39,54,32,59,10.1012553886473,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",31,1329.97788863951
"JUL",7269,409,45.1829687714954,46,39,51,33,56,8.32339744607023,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",31,742.88265691939
"JUL",24842,412,53.7186619434828,55,48,60,42,64,8.42861624865672,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",31,3018.43988954627
"JUL",23,425,33.3913043478261,30,27,37,26,48,8.64135220112536,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",31,1.7371287485015
"JUL",62468,500,37.4896907216495,32,21,51,17,69,19.1179958319037,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",31,5297.1253110523
"JUL",1244,502,24.4935691318328,19,18,22,17,51,12.3960938171537,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",31,68.9196783422407
"JUL",23607,503,43.1332655568264,45,32,55,20,61,14.2272236195302,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",31,2303.15903225965
"JUL",964,752,35.4045643153527,35,31,40,27,44,5.73464212012079,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",31,77.1981825343181
"JUL",25,756,38.28,38,28,47,22,56,12.0183859149222,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",31,2.16462527645305
"JUL",213731,800,44.496474540427,46,40,50,33,53,7.62427841283073,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",31,21511.1638616978
"JUL",10069,908,45.3161187804151,48,36,56,23,60,12.9659048293856,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",31,1032.07161770346
"JUL",223290,913,31.7714004209772,31,24,38,18,47,10.7474194057985,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",31,16046.3558649145
"JUL",7859,914,43.7854688891717,45,32,56,23,62,14.469577056863,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",31,778.337726102673
"JUL",377439,916,24.7348684158235,22,17,30,14,42,10.7084594837697,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",31,21116.7542078778
"JUL",12868,2002,56.8914361206093,59,52,65,39,69,11.5086205754207,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",31,1655.87952744041
"JUL",33358,2003,41.0427183883926,43,32,51,23,54,11.4547574091769,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",31,3096.75544395788
"JUL",109834,2004,50.1113316459384,52,40,60,29,67,13.5065045936614,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",31,12449.2598417739
"JUL",312265,2005,25.7206539317567,23,18,32,14,42,10.5983565602197,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",31,18166.7024533719
"JUL",356034,2006,28.2030143188572,28,21,34,16,42,9.93526123179933,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",31,22712.1260124652
"JUL",296333,2007,50.05252536842,47,42,58,37,69,12.1616287092095,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",31,33548.7852610094
"JUL",113930,2008,44.1920389712982,44,35,53,28,61,11.9742516773742,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",31,11388.1433409201
"JUN",7207,0,34.4817538504232,31,24,41,20,57,13.7548424846029,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",30,543.969084286931
"JUN",316983,1,46.4651038068288,46,42,51,37,57,7.36487097256341,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",30,32239.8662643135
"JUN",63028,12,52.5799168623469,55,44,62,34,67,11.7008499093581,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",30,7254.10387151616
"JUN",0,14,NA,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",30,NA
"JUN",2594,22,47.1283731688512,45,37,60,34,63,11.1978811007614,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",30,267.597941825929
"JUN",329211,23,29.4360546883306,27,17,40,12,52,14.4097757070444,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",30,21212.130368734
"JUN",30229,24,60.092262397036,65,51,71,33,77,15.7814199758311,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",30,3976.24086238242
"JUN",5657,108,48.6720876789818,50,43,55,37,59,8.02451963921058,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",30,602.693492130679
"JUN",173301,109,37.6983860450892,38,33,42,28,47,6.95818448633735,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",30,14300.5972172254
"JUN",1396,201,35.9004297994269,37,31,41,27,44,6.27926727596532,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",30,109.702219617754
"JUN",814,211,54.5773955773956,59,55,62,26,64,12.8265993623501,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",30,97.2450627279836
"JUN",17608,246,47.4445706497047,48,37,60,28,65,13.4723915047573,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",30,1828.63445692181
"JUN",13905,277,35.9850413520316,33,28,44,23,52,10.7937044278213,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",30,1095.27543617086
"JUN",112765,278,38.9312730013745,38,30,46,25,56,10.7612412430667,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",30,9609.5550174713
"JUN",12569,279,37.440210040576,35,27,43,23,61,12.7198287061605,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",30,1030.07619612189
"JUN",16,284,42.1875,42,36.5,48,35,51,6.08500975759283,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",30,1.4775225620445
"JUN",12731,403,49.0695939046422,50,42,57,36,62,9.78985197922996,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",30,1367.43071425483
"JUN",7269,409,46.8937955702297,48,42,52,36,55,6.84709089758796,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",30,746.140138143216
"JUN",24842,412,53.3209081394413,54,48,60,41,63,8.13555482107361,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",30,2899.44211946522
"JUN",23,425,35.3478260869565,33,30,39,28,49,7.8552596373229,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",30,1.77959384139582
"JUN",62468,500,42.0842991611705,38,26,56,21,73,19.0223646446096,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",30,5754.50602793356
"JUN",1244,502,28.1921221864952,24,20,28,20,55,12.1903803067688,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",30,76.7676944792039
"JUN",23607,503,45.3114754098361,47,35,57,24,63,13.5482843826703,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",30,2341.42015392151
"JUN",964,752,30.9626556016598,31,29,33,26,35,2.95095729626462,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",30,65.3349532324507
"JUN",25,756,33.64,31,28,38,27,44,6.79340857007732,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",30,1.84088366619174
"JUN",213731,800,48.8373048364533,50,45,54,38,57,7.12355511375221,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",30,22848.0718054198
"JUN",10069,908,49.6166451484755,50,41,61,30,65,12.4965473442934,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",30,1093.5636989212
"JUN",223290,913,33.84770925702,33,27,40,22,47,9.61371719948689,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",30,16543.5574565346
"JUN",7859,914,44.8018831912457,45,34,56,27,61,12.809400436815,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",30,770.715168964066
"JUN",377439,916,27.0596573221103,26,22,32,18,38,7.55628323058682,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",30,22356.2734955681
"JUN",12868,2002,58.0997046938141,61,53,65,42,69,10.2272784275508,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",30,1636.49742295355
"JUN",33358,2003,33.6950356736015,33,25,41,21,48,10.0137213223822,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",30,2460.34649217105
"JUN",109834,2004,51.0893894422492,53,43,60,33,66,12.2339071819251,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",30,12282.8136052941
"JUN",312265,2005,30.2505756328759,28,23,36,18,47,10.4468971560631,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",30,20676.98920814
"JUN",356034,2006,30.0342635815681,30,23,36,17,43,9.7362120931457,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",30,23406.6256790858
"JUN",296333,2007,45.7196026092268,43,41,48,38,62,9.62165817564464,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",30,29656.016397334
"JUN",113930,2008,48.3542613885719,49,41,57,32,62,11.148894015142,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",30,12058.7752175196
"MAR",7207,0,21.9213264881365,22,17,27,12,30,6.42939249445509,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,357.348645298837
"MAR",316983,1,26.1022389213302,27,24,28,21,30,3.68618686680424,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,18714.7710972969
"MAR",63028,12,14.5836294980009,13,10,18,9,24,5.78490258135795,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",31,2079.07394747574
"MAR",0,14,NA,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",31,NA
"MAR",2594,22,13.0717039321511,11,10,13,9,23,5.42271213401952,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",31,76.6960437554544
"MAR",329211,23,12.0197806270143,9,6,16,5,25,7.34108769832363,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",31,8950.38397328826
"MAR",30229,24,20.727083264415,18,15,25,12,35,8.06248226435504,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",31,1417.20527543275
"MAR",5657,108,22.5121088916387,23,20,25,18,27,3.35273589707973,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",31,288.053493815645
"MAR",173301,109,18.9087022002181,19,15,23,11,27,5.65470330082186,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",31,7411.96872991971
"MAR",1396,201,10.6561604584527,10,9,11,9,14,2.30623873880934,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",31,33.6478219566515
"MAR",814,211,11.0982800982801,12,9,12,8,13,2.51973478386206,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",31,20.4338816588055
"MAR",17608,246,14.078316674239,12,9,18,8,25,6.61755870530886,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",31,560.701279420295
"MAR",13905,277,14.4368212873067,11,9,18,9,27,7.02634252030017,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",31,454.060121730711
"MAR",112765,278,11.0574823748504,10,9,11,8,16,4.19691702660813,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",31,2820.33935562536
"MAR",12569,279,14.8531307184342,13,10,19,8,26,6.69481151176012,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",31,422.269308501299
"MAR",16,284,26.25,29,23,29.5,21,31,4.81534007106456,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",31,0.94999228433676
"MAR",12731,403,22.6525017673396,23,20,26,15,29,5.1820571919016,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",31,652.303154494271
"MAR",7269,409,25.6286972073188,26,24,28,21,31,3.90129372001835,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",31,421.378125263135
"MAR",24842,412,21.8428870461316,22,19,25,17,27,3.99516548345624,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",31,1227.34705552166
"MAR",23,425,18.6521739130435,18,16,21,16,23,3.01602525148254,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",31,0.970349261858262
"MAR",62468,500,21.8034993916885,22,13,30,9,35,9.40867488757345,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",31,3080.73676453485
"MAR",1244,502,15.1688102893891,16,10,18,10,21,4.56856921033322,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",31,42.6817962034159
"MAR",23607,503,14.5103994577879,13,10,18,9,23,5.26198944623733,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",31,774.802397673105
"MAR",964,752,11.3278008298755,10,10,12,9,16,2.73452168698601,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",31,24.6997993927558
"MAR",25,756,16.12,16,9,22,9,24,6.35811292759102,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",31,0.911540215685034
"MAR",213731,800,26.585483621936,26,25,28,24,31,2.80168709494741,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",31,12852.3596631092
"MAR",10069,908,18.4937928294766,19,11,25,9,28,6.92508371017083,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",31,421.194912465442
"MAR",223290,913,20.5515114873035,21,16,25,11,29,6.39205402611134,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",31,10379.676769596
"MAR",7859,914,21.203588242779,21,18,25,15,27,4.60124209140944,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",31,376.918486356175
"MAR",377439,916,24.4131290089259,28,18,31,10,33,8.44581147276258,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",31,20842.0775101802
"MAR",12868,2002,24.6979328566988,25,22,28,18,31,5.14685535704718,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",31,718.856899671235
"MAR",33358,2003,23.0275196354698,26,17,29,10,32,7.74987208451969,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",31,1737.47255523298
"MAR",109834,2004,22.5685124824736,23,19,27,13,30,6.13274393174522,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",31,5606.741367836
"MAR",312265,2005,24.2941123725041,25,22,28,17,31,5.30587635640804,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",31,17159.1248033996
"MAR",356034,2006,18.6712533072684,19,15,22,11,26,5.35844932972757,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",31,15036.118236546
"MAR",296333,2007,25.8434092726763,26,23,29,20,32,4.69033471895053,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",31,17322.1027654367
"MAR",113930,2008,23.6642850873343,24,20,27,14,32,6.24751022190388,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",31,6098.20856670566
"MAY",7207,0,34.7892326904399,33,27,40,22,52,11.2448242535383,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,567.113727339568
"MAY",316983,1,43.7917301558759,45,36,51,31,55,8.74555365739551,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,31397.7742787455
