"month","count","level_2","mean","median","p25","p75","p9","p91","stdDev","model","region","wateryear","source","cropname","include","num_days","crop_acft"
"APR",12731,403,38.1315686120493,40,34,44,27,47,7.68114381806813,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",30,1062.61890416621
"APR",7269,409,37.3071949374054,38,35,40,31,43,4.67971321116183,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",30,593.60508668237
"APR",24842,412,37.9656629900974,38,34,42,31,45,5.31907486165484,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",30,2064.46675812494
"APR",23,425,30.304347826087,29,27,31,26,38,4.59143609824142,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",30,1.52567885295558
"APR",62468,500,34.3125440225395,34,21,46,15,56,14.5215183086682,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",30,4691.81488933099
"APR",1244,502,23.6278135048232,23,17,26,16,36,7.48141736772995,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",30,64.338993579517
"APR",23607,503,28.984199601813,29,23,35,18,40,7.50980242615181,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",30,1497.72631500401
"APR",964,752,22.4896265560166,23,20,25,18,27,3.37965849780483,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",30,47.4558357705552
"APR",25,756,25.88,26,18,32,18,35,7.27912082603387,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",30,1.41623273724858
"APR",213731,800,41.2748829135689,42,39,44,36,46,4.09355147716067,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",30,19310.0641349398
"APR",10069,908,29.2001191776741,28,22,36,18,41,8.47135206010162,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",30,643.578183114186
"APR",223290,913,30.4172779793094,30,24,37,18,42,8.71326123845876,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",30,14866.8845534273
"APR",7859,914,35.3188700852526,36,30,41,25,45,7.15291071999429,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",30,607.581355658154
"APR",377439,916,35.3469461290434,38,24,46,17,50,12.2543053988908,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",30,29203.104292393
"APR",12868,2002,41.2681846440783,42,37,46,31,51,7.60240161525634,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",30,1162.40311677859
"APR",33358,2003,33.6600515618442,37,24,42,16,47,10.8609547872441,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",30,2457.79201983044
"APR",109834,2004,37.9058397217619,39,33,44,26,48,8.19102591905709,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",30,9113.24971657477
"APR",312265,2005,34.9930571789986,35,31,40,25,44,7.39142416339096,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",30,23918.5883412954
"APR",356034,2006,27.7914637366094,28,23,33,17,38,7.64264849712252,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",30,21658.7427552549
"APR",296333,2007,38.8802664569926,38,34,44,31,48,7.02983419097404,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",30,25219.6815758979
"APR",113930,2008,37.4666022996577,38,32,43,26,48,7.82902044635161,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",30,9343.56812246858
"AUG",7207,0,27.1351463854586,24,18,33,14,47,12.1225322626307,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,442.3412883375
"AUG",316983,1,34.7870011956477,35,31,39,26,43,6.22995049591217,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,24941.5679053467
"AUG",63028,12,27.8983626324808,27,23,32,20,38,7.1763687412018,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",31,3977.25126892263
"AUG",0,14,NA,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",31,NA
"AUG",2594,22,28.7532767925983,29,25,32,23,35,4.48101009629963,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",31,168.705058379861
"AUG",329211,23,36.155028234172,39,30,44,18,48,10.9209196084023,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",31,26922.4036030764
"AUG",30229,24,61.8722749677462,64,58,67,50,70,8.28732005011887,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",31,4230.48980740372
"AUG",5657,108,33.7316598904013,34,29,38,24,43,6.77597607834647,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",31,431.613161183668
"AUG",173301,109,30.4462870958621,31,27,34,22,38,6.04760719129592,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",31,11934.5540221203
"AUG",1396,201,29.1984240687679,29,23,35,20,39,6.9472035010443,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",31,92.1967511948826
"AUG",814,211,24.3513513513514,14,12,38,11,50,15.2174861236419,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",31,44.8351120479125
"AUG",17608,246,32.0948432530668,30,18,46,14,52,14.7270632923587,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",31,1278.25080875737
"AUG",13905,277,32.0922689679971,35,21,41,15,46,11.3088529913902,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",31,1009.35096890307
"AUG",112765,278,37.1138119097238,40,31,46,17,50,11.1196343173695,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",31,9466.30894970682
"AUG",12569,279,29.1121012013684,27,20,37,14,48,11.7783013748542,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",31,827.646849432533
"AUG",16,284,27.6875,26,24,34.5,19,35,6.04895393849218,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",31,1.00201567133615
"AUG",12731,403,37.4555808656036,38,32,44,25,50,8.84070192039808,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",31,1078.57374002174
"AUG",7269,409,38.6501582060806,39,32,46,27,50,8.37870454320163,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",31,635.472457856772
"AUG",24842,412,43.7637871346912,44,39,49,34,53,7.27084203000107,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",31,2459.07764686962
"AUG",23,425,28.0869565217391,27,23,30,21,40,6.87094097396236,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",31,1.46117860876559
"AUG",62468,500,27.4395530511622,24,16,37,13,48,13.4256498930802,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",31,3877.08589197127
"AUG",1244,502,18.6101286173633,14,13,17,12,42,10.6833972965982,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",31,52.364931844477
"AUG",23607,503,35.0025416190113,37,25,45,16,49,12.0036033467951,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",31,1869.00803454497
"AUG",964,752,25.2365145228216,25,23,27,21,28,2.70662217885756,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",31,55.0271721270112
"AUG",25,756,31.52,32,23,40,16,46,10.9366173929602,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",31,1.78236647632706
"AUG",213731,800,37.3855594181471,38,35,41,28,44,6.22809427437527,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",31,18073.4969008465
"AUG",10069,908,34.6714668785381,37,25,45,18,48,11.3198481616513,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",31,789.640372399889
"AUG",223290,913,25.7297639840566,25,19,31,14,39,9.107947503576,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",31,12994.987433284
"AUG",7859,914,35.3159435042626,36,25,46,18,51,12.3533386883905,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",31,627.782044126426
"AUG",377439,916,24.0638619750476,18,14,34,11,47,13.5374357244979,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",31,20543.8998128772
"AUG",12868,2002,47.1889182468138,49,42,54,31,59,10.1802290747687,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",31,1373.47848771657
"AUG",33358,2003,36.1390371125367,37,32,42,24,45,7.60032554002847,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",31,2726.7628537318
"AUG",109834,2004,41.5831709670958,44,33,50,23,56,11.7074107332937,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",31,10330.5915730189
"AUG",312265,2005,20.3865146590236,19,14,25,10,34,8.75973531280036,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",31,14399.1574574438
"AUG",356034,2006,23.0880533881596,23,17,28,13,34,8.34638773575859,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",31,18593.0047053088
"AUG",296333,2007,43.6607060300405,43,37,50,32,59,10.5234106593283,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",31,29264.530414085
"AUG",113930,2008,34.1664179759501,33,26,42,21,50,10.5218445951927,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",31,8804.57372896092
"DEC",7207,0,3.9793256556126,4,3,5,2,6,1.33559354532493,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,64.8686398154618
"DEC",316983,1,5.03138969597739,5,4,6,4,6,0.977013249376831,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",31,3607.40343942559
"DEC",63028,12,2.76786507583931,3,2,3,2,4,1.16198262576944,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",31,394.592866617621
"DEC",0,14,NA,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",31,NA
"DEC",2594,22,2.3384734001542,2,2,2,2,3,0.644297790837878,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",31,13.7206028494923
"DEC",329211,23,2.14446661867313,1,1,3,1,5,1.93278304265739,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",31,1596.85107828723
"DEC",30229,24,5.9302987197724,6,3,9,2,10,2.98604680975588,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",31,405.481587705233
"DEC",5657,108,4.1081845501149,4,3,5,3,6,1.30674478903417,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",31,52.5662397333007
"DEC",173301,109,3.32397389513044,3,3,4,2,5,0.899344753577384,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",31,1302.95513192291
"DEC",1396,201,3.47922636103152,4,3,4,3,4,0.636968534840402,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",31,10.9859822024372
"DEC",814,211,3.06879606879607,3,3,3,2,4,0.78071615531435,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",31,5.65019220541244
"DEC",17608,246,2.50062471603816,2,2,3,2,4,0.937203478114074,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",31,99.5931196943616
"DEC",13905,277,2.83322545846818,3,2,3,2,4,1.04560688960007,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",31,89.1092762707881
"DEC",112765,278,2.48454751030905,2,2,3,2,3,0.861768327745156,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",31,633.712710244357
"DEC",12569,279,2.70037393587398,3,2,3,2,4,0.922815200472984,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",31,76.7706860063666
"DEC",16,284,7,7,6,8,5,8,1.2747548783982,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",31,0.253331275823136
"DEC",12731,403,3.52336815646846,4,3,4,3,4,0.737144582834819,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",31,101.459175967166
"DEC",7269,409,6.61108818269363,7,6,7,5,8,1.4548530411585,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",31,108.697212419256
"DEC",24842,412,3.55325658159568,3,3,4,2,5,0.937763011815436,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",31,199.656711758109
"DEC",23,425,4.43478260869565,4,4,6,3,6,1.09648001851465,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",31,0.230712411910356
"DEC",62468,500,3.92785105974259,4,3,5,2,6,1.58168457012541,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",31,554.987754395927
"DEC",1244,502,3.62138263665595,4,3,4,3,4,0.73425116712115,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",31,10.1897981927074
"DEC",23607,503,3.31782945736434,3,2,4,2,5,1.1253523112489,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",31,177.159989710458
"DEC",964,752,3.30290456431535,3,3,3,3,4,0.667527694749196,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",31,7.20184626982915
"DEC",25,756,3.56,3,3,5,2,5,1.09836241741968,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",31,0.201307888823742
"DEC",213731,800,5.0864638260243,5,4,6,4,7,1.0459768333021,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",31,2458.97586198201
"DEC",10069,908,3.60711093455159,4,3,5,2,5,1.14226536825953,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",31,82.151713731217
"DEC",223290,913,3.68349679788616,4,3,4,2,5,1.16632801691426,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",31,1860.37441418946
"DEC",7859,914,3.98358569792594,4,3,5,3,5,0.968053297103462,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",31,70.8128772517404
"DEC",377439,916,3.27687917782741,3,2,4,2,5,1.32666499557906,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",31,2797.55085023324
"DEC",12868,2002,5.68184644078334,6,4,7,3,8,1.70522518238582,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",31,165.3755616119
"DEC",33358,2003,3.61613406079501,3,3,4,2,6,1.60259394483254,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",31,272.844569720691
"DEC",109834,2004,4.63248174517909,5,4,5,3,6,1.35038535195529,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",31,1150.85684342781
"DEC",312265,2005,3.64220453781244,4,3,4,2,5,1.18053424754311,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",31,2572.51803505138
"DEC",356034,2006,3.80049377306662,4,3,4,2,5,1.29224686362158,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",31,3060.56978547022
"DEC",296333,2007,6.49901293477271,6,5,8,4,10,2.29707501210843,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",31,4356.10366814335
"DEC",113930,2008,4.42831563240586,4,3,5,3,7,1.60035723478915,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",31,1141.16239835479
"FEB",7207,0,16.2887470514777,16,13,19,10,22,4.36610488248458,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",29,248.398685316376
"FEB",316983,1,18.473526971478,19,17,20,15,22,2.76279093722702,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Alfalfa","yes",29,12390.6155484869
"FEB",63028,12,11.229866091261,10,8,14,6,18,4.42641259395855,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Safflower","yes",29,1497.66677631707
"FEB",0,14,NA,NA,NA,NA,NA,NA,NA,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sudan Grass","no",29,NA
"FEB",2594,22,8.88126445643793,8,6,9,6,15,3.68964822571517,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Sunflower","yes",29,48.7474458640521
"FEB",329211,23,9.88928680997901,8,5,14,4,19,5.65190946689724,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Corn","yes",29,6888.84482579441
"FEB",30229,24,16.4542657712792,16,12,21,9,26,5.85926679638391,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Rice","yes",29,1052.46916325185
"FEB",5657,108,15.5002651582111,15,14,17,12,19,2.52420664021392,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Bush Berries","yes",29,185.53779801152
"FEB",173301,109,13.5929913849314,14,10,16,8,19,3.85046652342681,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Vineyards","yes",29,4984.51838378264
"FEB",1396,201,8.61962750716332,8,7,10,6,12,2.39043914128412,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Asparagus","yes",29,25.4613254658451
"FEB",814,211,9.9987714987715,9,8,11,7,15,2.87602108168273,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Carrots","yes",29,17.2217840909593
"FEB",17608,246,11.9573489323035,10,9,14,7,19,4.59075385520925,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Potatoes","yes",29,445.504427009586
"FEB",13905,277,11.3738223660554,10,8,13,7,19,4.28750030347531,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cucurbit","yes",29,334.645143056577
"FEB",112765,278,9.39070633618587,8,7,10,6,14,3.50210363046506,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Tomatoes","yes",29,2240.67916336561
"FEB",12569,279,10.9312594478479,10,8,13,7,18,4.2566315623242,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Truck Crops","yes",29,290.72208197289
"FEB",16,284,22.125,22.5,20,25.5,15,27,4.01364858950058,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Eucalyptus","no",29,0.749049215898708
"FEB",12731,403,14.6370277275941,15,13,17,10,19,3.15249706997996,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Cherries","yes",29,394.296121715901
"FEB",7269,409,20.1370202228642,19,18,23,16,27,4.19240001576048,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Olives","yes",29,309.725502899405
"FEB",24842,412,13.7105305530956,14,12,15,10,17,2.63045757021737,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pears","yes",29,720.68902764817
"FEB",23,425,13.4347826086957,12,12,16,11,18,2.88664220394745,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Citrus","yes",29,0.653831095233618
"FEB",62468,500,14.2195043862458,15,9,18,7,22,5.42575812080669,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Almonds","yes",29,1879.52952743234
"FEB",1244,502,12.6117363344051,13,10,15,8,17,3.40009795696766,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pistachios","yes",29,33.1972687803244
"FEB",23607,503,12.1569873342653,12,9,15,7,17,3.63866667278563,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Walnuts","yes",29,607.258854437204
"FEB",964,752,9.69917012448133,9,8,10,8,13,2.03464784236166,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Young Orchard","yes",29,19.7842095159687
"FEB",25,756,11.64,12,8,15,7,16,3.65381991893416,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Nursery","no",29,0.615743846967582
"FEB",213731,800,18.9117629169376,19,18,20,17,22,2.04474894533229,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Pasture","yes",29,8552.76667270919
"FEB",10069,908,14.8030588936339,15,12,18,8,21,4.51180534872952,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Turf","yes",29,315.387807141622
"FEB",223290,913,15.2376192395539,16,12,18,9,21,4.22347457246155,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Semi-agricultural/ROW","yes",29,7199.3532332415
"FEB",7859,914,14.5467616745133,14,12,17,10,19,3.49229907499223,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Other Deciduous","yes",29,241.90269352878
"FEB",377439,916,17.6637257941018,19,14,22,8,24,5.53522974243523,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Fallow","yes",29,14107.0491309694
"FEB",12868,2002,17.8975753807896,18,15,21,12,23,4.02333306073656,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Floating Vegetation","no",29,487.317877730983
"FEB",33358,2003,16.2020504826428,18,12,20,8,22,5.11471668331826,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Forage Grass","yes",29,1143.607716436
"FEB",109834,2004,15.9467469089717,16,13,19,10,21,4.13228541499433,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Riparian","no",29,3706.09027231782
"FEB",312265,2005,17.1989688245561,17,15,20,12,22,3.60931783211692,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Upland Herbaceous","no",29,11364.0414821395
"FEB",356034,2006,14.6116354056073,15,12,17,9,20,4.07613378922998,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Urban","no",29,11007.720462903
"FEB",296333,2007,20.2425649522665,21,18,23,15,26,4.05198526690771,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Water","no",29,12692.660122986
"FEB",113930,2008,16.4373826033529,17,14,19,10,22,4.35768029785001,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson","Wet herbaceous/sub irrigated pasture","yes",29,3962.57826597425
"JAN",7207,0,6.66588039406133,7,5,8,4,9,1.94261506579843,"ucdpt","legal",2016,"data/dsa_legal/ucdpt-legal-2016.geojson",NA,"no",31,108.663284123386
