"Crop","Station_ID","count","date","max","mean","min","model","stdDev"
"pasture","D05",12,2016-08-19,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"alfalfa","D07",12,2016-08-19,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"corn","D08",12,2016-08-19,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"pasture","D03",12,2016-08-19,5.5,5.5,5.5,"disalexi_eto",0
"corn","D11",12,2016-08-19,5.5,5.5,5.5,"disalexi_eto",0
"alfalfa","D02",12,2016-08-19,5.5,5.5,5.5,"disalexi_eto",0
"pasture","D12",12,2016-08-20,5.5,5.5,5.5,"disalexi_eto",0
"alfalfa","D14",12,2016-08-20,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"pasture","D04",9,2016-08-20,5.7,5.7,5.7,"disalexi_eto",0
"corn","D06",9,2016-08-20,5.5,5.5,5.5,"disalexi_eto",0
"alfalfa","D10",9,2016-08-20,5.5,5.5,5.5,"disalexi_eto",0
"corn","D09",12,2016-08-20,5.5,5.5,5.5,"disalexi_eto",0
"alfalfa","D13",12,2016-08-20,5.5,5.5,5.5,"disalexi_eto",0
"corn","D01",12,2016-08-20,5.8,5.8,5.8,"disalexi_eto",9.73339773330362e-08
"pasture","D05",12,2016-08-20,5.8,5.8,5.8,"disalexi_eto",9.73339773330362e-08
"alfalfa","D07",12,2016-08-20,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"corn","D08",12,2016-08-20,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"pasture","D03",12,2016-08-20,5.2,5.2,5.2,"disalexi_eto",0
"corn","D11",12,2016-08-20,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D02",12,2016-08-20,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D12",12,2016-08-21,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"alfalfa","D14",12,2016-08-21,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"pasture","D04",9,2016-08-21,5.4,5.36666666666667,5.3,"disalexi_eto",0.0471404520791487
"corn","D06",9,2016-08-21,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D10",9,2016-08-21,5.2,5.2,5.2,"disalexi_eto",0
"corn","D09",12,2016-08-21,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D13",12,2016-08-21,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"corn","D01",12,2016-08-21,5.5,5.5,5.5,"disalexi_eto",0
"pasture","D05",12,2016-08-21,5.8,5.8,5.8,"disalexi_eto",9.73339773330362e-08
"alfalfa","D07",12,2016-08-21,5.2,5.2,5.2,"disalexi_eto",0
"corn","D08",12,2016-08-21,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D03",12,2016-08-21,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"corn","D11",12,2016-08-21,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"alfalfa","D02",12,2016-08-21,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"pasture","D12",12,2016-08-22,5.5,5.5,5.5,"disalexi_eto",0
"alfalfa","D14",12,2016-08-22,5.5,5.5,5.5,"disalexi_eto",0
"pasture","D04",9,2016-08-22,5.5,5.5,5.5,"disalexi_eto",0
"corn","D06",9,2016-08-22,5.4,5.4,5.4,"disalexi_eto",7.94728597005208e-08
"alfalfa","D10",9,2016-08-22,5.4,5.4,5.4,"disalexi_eto",7.94728597005208e-08
"corn","D09",12,2016-08-22,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"alfalfa","D13",12,2016-08-22,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"corn","D01",12,2016-08-22,5.6,5.6,5.6,"disalexi_eto",9.73339773330362e-08
"pasture","D05",12,2016-08-22,5.6,5.6,5.6,"disalexi_eto",9.73339773330362e-08
"alfalfa","D07",12,2016-08-22,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"corn","D08",12,2016-08-22,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"pasture","D03",12,2016-08-22,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"corn","D11",12,2016-08-22,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"alfalfa","D02",12,2016-08-22,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"pasture","D12",12,2016-08-23,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"alfalfa","D14",12,2016-08-23,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D04",9,2016-08-23,5.2,5.2,5.2,"disalexi_eto",0
"corn","D06",9,2016-08-23,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"alfalfa","D10",9,2016-08-23,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"corn","D09",12,2016-08-23,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"alfalfa","D13",12,2016-08-23,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"corn","D01",12,2016-08-23,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D05",12,2016-08-23,5,5,5,"disalexi_eto",0
"alfalfa","D07",12,2016-08-23,5.1,5.1,5.1,"disalexi_eto",0
"corn","D08",12,2016-08-23,5,5,5,"disalexi_eto",0
"pasture","D03",12,2016-08-23,5.2,5.2,5.2,"disalexi_eto",0
"corn","D11",12,2016-08-23,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D02",12,2016-08-23,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D12",12,2016-08-24,5,5,5,"disalexi_eto",0
"alfalfa","D14",12,2016-08-24,5,5,5,"disalexi_eto",0
"pasture","D04",9,2016-08-24,5.2,5.16666666666667,5.1,"disalexi_eto",0.0471404520790147
"corn","D06",9,2016-08-24,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"alfalfa","D10",9,2016-08-24,4.8,4.8,4.8,"disalexi_eto",7.94728597005208e-08
"corn","D09",12,2016-08-24,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"alfalfa","D13",12,2016-08-24,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"corn","D01",12,2016-08-24,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D05",12,2016-08-24,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D07",12,2016-08-24,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D08",12,2016-08-24,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D03",12,2016-08-24,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D11",12,2016-08-24,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"alfalfa","D02",12,2016-08-24,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D12",12,2016-08-25,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"alfalfa","D14",12,2016-08-25,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"pasture","D04",9,2016-08-25,5.5,5.5,5.5,"disalexi_eto",0
"corn","D06",9,2016-08-25,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D10",9,2016-08-25,5.2,5.2,5.2,"disalexi_eto",0
"corn","D09",12,2016-08-25,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D13",12,2016-08-25,5.2,5.2,5.2,"disalexi_eto",0
"corn","D01",12,2016-08-25,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"pasture","D05",12,2016-08-25,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"alfalfa","D07",12,2016-08-25,5.1,5.1,5.1,"disalexi_eto",0
"corn","D08",12,2016-08-25,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D03",12,2016-08-25,5.1,5.1,5.1,"disalexi_eto",0
"corn","D11",12,2016-08-25,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D02",12,2016-08-25,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D12",12,2016-08-26,5,5,5,"disalexi_eto",0
"alfalfa","D14",12,2016-08-26,5,5,5,"disalexi_eto",0
"pasture","D04",9,2016-08-26,5.1,5.1,5.1,"disalexi_eto",0
"corn","D06",9,2016-08-26,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D10",9,2016-08-26,4.7,4.7,4.7,"disalexi_eto",0
"corn","D09",12,2016-08-26,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D13",12,2016-08-26,4.7,4.7,4.7,"disalexi_eto",0
"corn","D01",12,2016-08-26,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D05",12,2016-08-26,4.5,4.5,4.5,"disalexi_eto",0
"alfalfa","D07",12,2016-08-26,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D08",12,2016-08-26,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D03",12,2016-08-26,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"corn","D11",12,2016-08-26,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"alfalfa","D02",12,2016-08-26,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"pasture","D12",12,2016-08-27,5,5,5,"disalexi_eto",0
"alfalfa","D14",12,2016-08-27,5,5,5,"disalexi_eto",0
"pasture","D04",9,2016-08-27,5.1,5.1,5.1,"disalexi_eto",0
"corn","D06",9,2016-08-27,4.8,4.8,4.8,"disalexi_eto",7.94728597005208e-08
"alfalfa","D10",9,2016-08-27,4.8,4.8,4.8,"disalexi_eto",7.94728597005208e-08
"corn","D09",12,2016-08-27,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"alfalfa","D13",12,2016-08-27,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D01",12,2016-08-27,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D05",12,2016-08-27,5,5,5,"disalexi_eto",0
"alfalfa","D07",12,2016-08-27,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D08",12,2016-08-27,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D03",12,2016-08-27,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D11",12,2016-08-27,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"alfalfa","D02",12,2016-08-27,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D12",12,2016-08-28,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"alfalfa","D14",12,2016-08-28,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"pasture","D04",9,2016-08-28,5.1,5.06666666666667,5,"disalexi_eto",0.0471404520790817
"corn","D06",9,2016-08-28,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"alfalfa","D10",9,2016-08-28,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"corn","D09",12,2016-08-28,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"alfalfa","D13",12,2016-08-28,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"corn","D01",12,2016-08-28,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D05",12,2016-08-28,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D07",12,2016-08-28,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D08",12,2016-08-28,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D03",12,2016-08-28,4.7,4.7,4.7,"disalexi_eto",0
"corn","D11",12,2016-08-28,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D02",12,2016-08-28,4.7,4.7,4.7,"disalexi_eto",0
"pasture","D12",12,2016-08-29,4.6,4.6,4.6,"disalexi_eto",0
"alfalfa","D14",12,2016-08-29,4.5,4.5,4.5,"disalexi_eto",0
"pasture","D04",9,2016-08-29,4.7,4.7,4.7,"disalexi_eto",0
"corn","D06",9,2016-08-29,4.6,4.6,4.6,"disalexi_eto",0
"alfalfa","D10",9,2016-08-29,4.7,4.7,4.7,"disalexi_eto",0
"corn","D09",12,2016-08-29,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D13",12,2016-08-29,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D01",12,2016-08-29,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D05",12,2016-08-29,5.3,5.3,5.3,"disalexi_eto",1.37651030824095e-07
"alfalfa","D07",12,2016-08-29,4.5,4.5,4.5,"disalexi_eto",0
"corn","D08",12,2016-08-29,4.5,4.5,4.5,"disalexi_eto",0
"pasture","D03",12,2016-08-29,4.3,4.3,4.3,"disalexi_eto",1.08822694918546e-07
"corn","D11",12,2016-08-29,4.3,4.3,4.3,"disalexi_eto",1.08822694918546e-07
"alfalfa","D02",12,2016-08-29,4.3,4.3,4.3,"disalexi_eto",1.08822694918546e-07
"pasture","D12",12,2016-08-30,5,5,5,"disalexi_eto",0
"alfalfa","D14",12,2016-08-30,5,5,5,"disalexi_eto",0
"pasture","D04",9,2016-08-30,5.2,5.2,5.2,"disalexi_eto",0
"corn","D06",9,2016-08-30,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D10",9,2016-08-30,5.1,5.1,5.1,"disalexi_eto",0
"corn","D09",12,2016-08-30,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D13",12,2016-08-30,5.1,5.1,5.1,"disalexi_eto",0
"corn","D01",12,2016-08-30,5.5,5.5,5.5,"disalexi_eto",0
"pasture","D05",12,2016-08-30,5.4,5.4,5.4,"disalexi_eto",6.88255154120476e-08
"alfalfa","D07",12,2016-08-30,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"corn","D08",12,2016-08-30,4.9,4.9,4.9,"disalexi_eto",9.73339773330362e-08
"pasture","D03",12,2016-08-30,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"corn","D11",12,2016-08-30,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"alfalfa","D02",12,2016-08-30,4.8,4.8,4.8,"disalexi_eto",1.19209289550781e-07
"pasture","D12",12,2016-09-01,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D14",12,2016-09-01,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D04",9,2016-09-01,5.3,5.3,5.3,"disalexi_eto",0
"corn","D06",9,2016-09-01,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D10",9,2016-09-01,5.1,5.1,5.1,"disalexi_eto",0
"corn","D09",12,2016-09-01,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D13",12,2016-09-01,5.2,5.2,5.2,"disalexi_eto",0
"corn","D01",12,2016-09-01,5.5,5.5,5.5,"disalexi_eto",0
"pasture","D05",12,2016-09-01,5.3,5.3,5.3,"disalexi_eto",1.37651e-07
"alfalfa","D07",12,2016-09-01,5.1,5.1,5.1,"disalexi_eto",0
"corn","D08",12,2016-09-01,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D03",12,2016-09-01,5,5,5,"disalexi_eto",0
"corn","D11",12,2016-09-01,5,5,5,"disalexi_eto",0
"alfalfa","D02",12,2016-09-01,5,5,5,"disalexi_eto",0
"pasture","D12",12,2016-09-01,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"alfalfa","D14",12,2016-09-01,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"pasture","D04",9,2016-09-01,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"corn","D06",9,2016-09-01,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D10",9,2016-09-01,4.7,4.7,4.7,"disalexi_eto",0
"corn","D09",12,2016-09-01,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D13",12,2016-09-01,4.7,4.7,4.7,"disalexi_eto",0
"corn","D01",12,2016-09-01,5,5,5,"disalexi_eto",0
"pasture","D05",12,2016-09-01,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"alfalfa","D07",12,2016-09-01,4.6,4.6,4.6,"disalexi_eto",0
"corn","D08",12,2016-09-01,4.7,4.7,4.7,"disalexi_eto",0
"pasture","D03",12,2016-09-01,4.6,4.6,4.6,"disalexi_eto",0
"corn","D11",12,2016-09-01,4.6,4.6,4.6,"disalexi_eto",0
"alfalfa","D02",12,2016-09-01,4.6,4.6,4.6,"disalexi_eto",0
"pasture","D12",12,2016-09-02,5,5,5,"disalexi_eto",0
"alfalfa","D14",12,2016-09-02,5,5,5,"disalexi_eto",0
"pasture","D04",9,2016-09-02,5.1,5.1,5.1,"disalexi_eto",0
"corn","D06",9,2016-09-02,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D10",9,2016-09-02,5.2,5.2,5.2,"disalexi_eto",0
"corn","D09",12,2016-09-02,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D13",12,2016-09-02,5.3,5.3,5.3,"disalexi_eto",1.37651e-07
"corn","D01",12,2016-09-02,5.6,5.6,5.6,"disalexi_eto",9.733398e-08
"pasture","D05",12,2016-09-02,5.6,5.6,5.6,"disalexi_eto",9.733398e-08
"alfalfa","D07",12,2016-09-02,5,5,5,"disalexi_eto",0
"corn","D08",12,2016-09-02,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D03",12,2016-09-02,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"corn","D11",12,2016-09-02,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"alfalfa","D02",12,2016-09-02,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"pasture","D12",12,2016-09-03,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"alfalfa","D14",12,2016-09-03,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"pasture","D04",9,2016-09-03,5,5,5,"disalexi_eto",0
"corn","D06",9,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D10",9,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"corn","D09",12,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D13",12,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"corn","D01",12,2016-09-03,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"pasture","D05",12,2016-09-03,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"alfalfa","D07",12,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"corn","D08",12,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"pasture","D03",12,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"corn","D11",12,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D02",12,2016-09-03,4.7,4.7,4.7,"disalexi_eto",0
"pasture","D12",12,2016-09-04,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"alfalfa","D14",12,2016-09-04,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"pasture","D04",9,2016-09-04,4.4,4.4,4.4,"disalexi_eto",9.733398e-08
"corn","D06",9,2016-09-04,4.5,4.5,4.5,"disalexi_eto",0
"alfalfa","D10",9,2016-09-04,4.5,4.5,4.5,"disalexi_eto",0
"corn","D09",12,2016-09-04,4.5,4.5,4.5,"disalexi_eto",0
"alfalfa","D13",12,2016-09-04,4.5,4.5,4.5,"disalexi_eto",0
"corn","D01",12,2016-09-04,4.7,4.7,4.7,"disalexi_eto",0
"pasture","D05",12,2016-09-04,4.6,4.6,4.6,"disalexi_eto",0
"alfalfa","D07",12,2016-09-04,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"corn","D08",12,2016-09-04,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"pasture","D03",12,2016-09-04,4.3,4.3,4.3,"disalexi_eto",1.088227e-07
"corn","D11",12,2016-09-04,4.3,4.3,4.3,"disalexi_eto",1.088227e-07
"alfalfa","D02",12,2016-09-04,4.3,4.3,4.3,"disalexi_eto",1.088227e-07
"pasture","D12",12,2016-09-05,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"alfalfa","D14",12,2016-09-05,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"pasture","D04",9,2016-09-05,4.8,4.8,4.8,"disalexi_eto",7.947286e-08
"corn","D06",9,2016-09-05,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"alfalfa","D10",9,2016-09-05,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"corn","D09",12,2016-09-05,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"alfalfa","D13",12,2016-09-05,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"corn","D01",12,2016-09-05,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D05",12,2016-09-05,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D07",12,2016-09-05,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"corn","D08",12,2016-09-05,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"pasture","D03",12,2016-09-05,4.7,4.7,4.7,"disalexi_eto",0
"corn","D11",12,2016-09-05,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D02",12,2016-09-05,4.7,4.7,4.7,"disalexi_eto",0
"pasture","D12",12,2016-09-06,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D14",12,2016-09-06,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"pasture","D04",9,2016-09-06,4.8,4.8,4.8,"disalexi_eto",7.947286e-08
"corn","D06",9,2016-09-06,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"alfalfa","D10",9,2016-09-06,5,5,5,"disalexi_eto",0
"corn","D09",12,2016-09-06,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"alfalfa","D13",12,2016-09-06,5,5,5,"disalexi_eto",0
"corn","D01",12,2016-09-06,5.2,5.2,5.2,"disalexi_eto",0
"pasture","D05",12,2016-09-06,5.2,5.2,5.2,"disalexi_eto",0
"alfalfa","D07",12,2016-09-06,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"corn","D08",12,2016-09-06,4.9,4.9,4.9,"disalexi_eto",9.733398e-08
"pasture","D03",12,2016-09-06,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"corn","D11",12,2016-09-06,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"alfalfa","D02",12,2016-09-06,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"pasture","D12",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"alfalfa","D14",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"pasture","D04",9,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"corn","D06",9,2016-09-07,3.1,3.1,3.1,"disalexi_eto",0
"alfalfa","D10",9,2016-09-07,3.1,3.1,3.1,"disalexi_eto",0
"corn","D09",12,2016-09-07,3.1,3.1,3.1,"disalexi_eto",0
"alfalfa","D13",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"corn","D01",12,2016-09-07,3.1,3.1,3.1,"disalexi_eto",0
"pasture","D05",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"alfalfa","D07",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"corn","D08",12,2016-09-07,3.1,3.1,3.1,"disalexi_eto",0
"pasture","D03",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"corn","D11",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"alfalfa","D02",12,2016-09-07,3.2,3.2,3.2,"disalexi_eto",6.882552e-08
"pasture","D12",12,2016-09-08,0.6,0.6,0.6,"disalexi_eto",1.490116e-08
"alfalfa","D14",12,2016-09-08,0.6,0.6,0.6,"disalexi_eto",1.490116e-08
"pasture","D04",9,2016-09-08,0.7,0.7,0.7,"disalexi_eto",0
"corn","D06",9,2016-09-08,0.6,0.6,0.6,"disalexi_eto",9.934107e-09
"alfalfa","D10",9,2016-09-08,0.6,0.6,0.6,"disalexi_eto",9.934107e-09
"corn","D09",12,2016-09-08,0.6,0.6,0.6,"disalexi_eto",1.490116e-08
"alfalfa","D13",12,2016-09-08,0.6,0.6,0.6,"disalexi_eto",1.490116e-08
"corn","D01",12,2016-09-08,0.8,0.8,0.8,"disalexi_eto",1.720638e-08
"pasture","D05",12,2016-09-08,0.7,0.7,0.7,"disalexi_eto",1.216675e-08
"alfalfa","D07",12,2016-09-08,0.5,0.5,0.5,"disalexi_eto",0
"corn","D08",12,2016-09-08,0.5,0.5,0.5,"disalexi_eto",0
"pasture","D03",12,2016-09-08,0.4,0.4,0.4,"disalexi_eto",8.603189e-09
"corn","D11",12,2016-09-08,0.4,0.4,0.4,"disalexi_eto",8.603189e-09
"alfalfa","D02",12,2016-09-08,0.4,0.4,0.4,"disalexi_eto",8.603189e-09
"pasture","D12",12,2016-09-09,4.6,4.6,4.6,"disalexi_eto",0
"alfalfa","D14",12,2016-09-09,4.6,4.6,4.6,"disalexi_eto",0
"pasture","D04",9,2016-09-09,4.8,4.8,4.8,"disalexi_eto",7.947286e-08
"corn","D06",9,2016-09-09,4.6,4.6,4.6,"disalexi_eto",0
"alfalfa","D10",9,2016-09-09,4.7,4.7,4.7,"disalexi_eto",0
"corn","D09",12,2016-09-09,4.6,4.6,4.6,"disalexi_eto",0
"alfalfa","D13",12,2016-09-09,4.7,4.7,4.7,"disalexi_eto",0
"corn","D01",12,2016-09-09,5,5,5,"disalexi_eto",0
"pasture","D05",12,2016-09-09,5,5,5,"disalexi_eto",0
"alfalfa","D07",12,2016-09-09,4.5,4.5,4.5,"disalexi_eto",0
"corn","D08",12,2016-09-09,4.5,4.5,4.5,"disalexi_eto",0
"pasture","D03",12,2016-09-09,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"corn","D11",12,2016-09-09,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"alfalfa","D02",12,2016-09-09,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"pasture","D12",12,2016-09-10,4.5,4.5,4.5,"disalexi_eto",0
"alfalfa","D14",12,2016-09-10,4.5,4.5,4.5,"disalexi_eto",0
"pasture","D04",9,2016-09-10,4.7,4.7,4.7,"disalexi_eto",0
"corn","D06",9,2016-09-10,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D10",9,2016-09-10,4.7,4.7,4.7,"disalexi_eto",0
"corn","D09",12,2016-09-10,4.7,4.7,4.7,"disalexi_eto",0
"alfalfa","D13",12,2016-09-10,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"corn","D01",12,2016-09-10,5.1,5.1,5.1,"disalexi_eto",0
"pasture","D05",12,2016-09-10,5.1,5.1,5.1,"disalexi_eto",0
"alfalfa","D07",12,2016-09-10,4.5,4.5,4.5,"disalexi_eto",0
"corn","D08",12,2016-09-10,4.6,4.6,4.6,"disalexi_eto",0
"pasture","D03",12,2016-09-10,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"corn","D11",12,2016-09-10,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"alfalfa","D02",12,2016-09-10,4.4,4.4,4.4,"disalexi_eto",1.192093e-07
"pasture","D12",12,2016-09-11,4.8,4.8,4.8,"disalexi_eto",1.192093e-07
"alfalfa","D14",12,2016-09-11,4.7,4.7,4.7,"disalexi_eto",0
"pasture","D04",9,2016-09-11,4.7,4.7,4.7,"disalexi_eto",0
"corn","D06",9,2016-09-11,4.4,4.4,4.4,"disalexi_eto",9.733398e-08
"alfalfa","D10",9,2016-09-11,4.3,4.3,4.3,"disalexi_eto",5.61958e-08
"corn","D09",12,2016-09-11,4.3,4.3,4.3,"disalexi_eto",1.088227e-07
